,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.14,0.15,0.0,0.24,0.03,0.24,0.46,0.26,0.31,0.28,0.78,0.94,0.34,0.23,0.48,0.19,0.3,0.5,0.89,0.92
baadengine.csv,0.19,0.86,0.75,0.78,0.31,0.43,1.0,0.82,1.0,0.47,0.71,0.96,0.95,0.88,0.53,0.98,0.52,0.65,1.0,0.62
bibedt.csv,0.03,0.25,1.0,0.43,0.21,0.59,0.32,0.19,0.6,0.0,0.22,0.25,0.2,0.12,0.03,0.27,0.09,0.3,0.2,0.46
cascading.csv,0.27,0.63,1.0,0.36,0.24,0.33,0.25,0.57,0.51,0.21,0.39,0.65,0.41,0.5,0.34,0.51,0.42,0.39,0.2,0.31
dataobjectsdotnet.csv,0.82,0.88,1.0,0.41,0.38,0.08,0.41,0.65,0.18,0.98,0.67,0.33,0.56,0.08,0.76,0.54,0.3,0.32,0.83,1.0
exl.csv,0.27,0.65,1.0,0.75,0.24,0.83,0.21,0.69,0.68,0.72,0.36,0.04,0.39,0.35,0.68,0.63,0.82,0.65,0.13,0.0
gogoego.csv,0.19,0.51,1.0,0.51,0.31,0.76,0.5,0.31,0.53,0.79,0.48,0.27,0.51,0.31,0.78,0.81,0.88,0.41,0.2,0.08
httpcontentparser.csv,0.36,0.48,0.5,0.33,0.31,0.11,0.0,0.45,0.88,0.02,0.24,0.69,0.29,0.31,0.78,0.43,0.58,0.41,0.26,0.15
impala.csv,0.07,0.54,0.0,0.34,0.72,0.44,0.22,0.59,0.52,0.36,0.49,0.31,0.29,0.46,0.07,0.27,0.27,0.14,0.15,0.23
jaxlib.csv,0.16,0.34,0.5,0.65,0.76,0.52,0.21,0.59,0.13,0.77,0.43,0.04,0.22,0.23,0.12,0.42,0.39,0.26,0.24,0.46
jgameai.csv,0.75,0.94,0.5,0.26,0.07,0.29,1.0,0.4,0.14,0.19,0.75,0.27,1.0,0.92,0.15,0.59,0.21,0.26,0.0,0.77
jhotdraw.csv,0.84,0.68,0.75,0.76,0.97,0.86,0.0,0.96,0.14,0.66,0.38,0.67,0.34,0.42,0.46,0.58,0.73,0.69,0.09,0.77
loki-lib.csv,0.04,0.42,0.25,0.72,0.31,0.29,0.88,0.48,0.63,0.45,0.3,0.6,0.46,0.42,0.07,0.47,0.15,0.49,0.22,0.08
patterntesting.csv,1.0,0.91,1.0,0.98,0.72,0.94,0.96,0.97,0.83,0.15,0.99,0.83,0.83,0.92,0.99,0.78,0.88,0.79,0.87,1.0
pokeglobal.csv,0.84,0.72,1.0,0.21,0.28,0.46,1.0,0.39,0.96,0.98,0.52,0.58,0.85,0.54,0.91,0.75,0.55,0.3,0.17,0.69
snakeyaml.csv,0.47,0.37,0.5,0.33,0.17,0.33,0.29,0.23,0.62,0.06,0.31,0.31,0.02,0.08,0.16,0.13,0.24,0.26,0.07,0.08
unflobtactical.csv,0.41,0.46,0.75,0.7,0.48,0.92,0.03,0.63,0.79,0.13,0.49,0.52,0.44,0.35,0.34,0.48,0.36,0.34,0.22,0.54
werx.csv,0.99,0.86,0.0,1.0,0.97,0.98,1.0,0.94,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.96,0.97,1.0,1.0,0.85
zealos.csv,0.06,0.08,0.0,0.11,0.0,0.06,0.31,0.1,0.09,0.02,0.03,0.21,0.05,0.0,0.0,0.02,0.03,0.02,0.07,0.0
