,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.39,0.4,0.39,0.61,0.52,0.47,0.41,0.62,0.98,0.49,0.32,0.6,0.54,0.32,0.15,0.43
beast-mcmc.csv,0.99,0.52,0.26,0.48,0.54,0.58,0.57,0.44,0.33,0.75,0.33,0.6,0.65,0.3,0.34,0.59
bigdata.csv,0.49,0.53,0.3,0.75,0.57,0.5,0.57,0.66,0.29,0.49,0.61,0.8,1.0,0.53,0.44,0.4
cuberok.csv,0.41,0.73,0.32,0.72,0.61,0.6,0.93,0.65,0.38,0.69,0.41,0.66,0.79,0.68,0.43,0.67
exist.csv,0.48,0.55,0.42,0.56,0.47,0.56,0.38,0.57,0.2,0.98,0.29,0.6,0.58,0.2,0.25,0.65
icescrum.csv,0.57,0.44,0.22,0.49,0.33,0.53,0.44,0.7,0.37,0.37,0.12,0.51,0.48,0.28,0.18,1.0
jbasic.csv,0.42,0.44,0.25,0.31,0.33,0.5,0.45,0.94,0.31,0.34,0.12,0.42,0.47,0.24,0.29,0.34
jrefactory.csv,0.29,0.98,0.19,0.37,0.62,0.42,0.52,0.41,0.27,0.43,0.67,0.56,0.51,0.71,0.19,0.4
jsecurity.csv,0.36,0.46,0.96,0.49,0.22,0.4,0.33,0.28,0.24,0.53,0.44,0.53,0.6,0.22,0.21,0.41
libopenmetaverse.csv,0.41,0.73,0.29,0.72,0.96,0.63,0.57,0.62,0.36,0.57,0.53,0.74,0.78,0.7,0.34,0.48
mobicents.csv,0.46,0.52,0.3,0.58,0.41,0.98,0.52,0.62,0.42,0.64,0.45,0.63,0.67,0.49,0.29,0.44
opendvr.csv,0.23,0.68,0.3,0.53,0.55,0.51,0.44,0.43,0.45,0.57,0.59,0.8,0.64,0.18,0.93,0.39
power-architect.csv,0.36,0.58,0.3,0.68,0.66,0.61,0.41,0.45,0.47,0.62,0.65,0.98,0.78,0.29,0.39,0.56
sidekar.csv,0.49,0.63,0.45,1.0,0.58,0.55,0.48,0.63,0.38,0.61,0.31,0.65,0.65,0.49,0.3,0.6
wheat.csv,0.37,0.56,0.25,0.11,0.54,0.3,0.24,0.0,0.38,0.39,0.98,0.47,0.32,0.44,0.44,0.48
wsmt.csv,0.16,0.04,0.08,0.0,0.33,0.06,0.08,0.0,0.15,0.05,0.23,0.04,0.16,0.96,0.11,0.0
