,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.56,0.35,0.58,0.54,0.48,0.42,0.37,0.58,0.97,0.43,0.25,0.49,0.42,0.29,0.11,0.46
beast-mcmc.csv,1.0,0.48,0.27,0.4,0.5,0.54,0.65,0.39,0.45,0.72,0.25,0.49,0.53,0.29,0.36,0.61
bigdata.csv,0.63,0.48,0.27,0.47,0.52,0.47,0.24,0.68,0.32,0.44,0.28,0.63,1.0,0.51,0.52,0.37
cuberok.csv,0.57,0.0,0.59,0.67,0.61,0.58,0.88,0.13,0.44,0.65,0.39,0.55,0.58,0.61,0.24,0.77
exist.csv,0.5,0.5,0.51,0.47,0.43,0.52,0.4,0.55,0.19,0.97,0.24,0.5,0.46,0.17,0.27,0.62
icescrum.csv,0.63,0.35,0.21,0.41,0.29,0.47,0.41,0.7,0.36,0.3,0.09,0.4,0.37,0.27,0.17,1.0
jbasic.csv,0.43,0.39,0.25,0.23,0.29,0.47,0.45,0.93,0.28,0.27,0.09,0.32,0.36,0.2,0.27,0.3
jrefactory.csv,0.42,0.97,0.38,0.32,0.63,0.4,0.6,0.42,0.38,0.39,0.65,0.46,0.4,0.64,0.26,0.47
jsecurity.csv,0.45,0.41,0.93,0.41,0.2,0.37,0.38,0.2,0.33,0.5,0.36,0.43,0.46,0.17,0.17,0.41
libopenmetaverse.csv,0.49,0.63,0.47,0.59,0.93,0.49,0.59,0.62,0.41,0.54,0.5,0.25,0.49,0.57,0.44,0.5
mobicents.csv,0.57,0.48,0.4,0.51,0.41,0.98,0.59,0.63,0.53,0.61,0.4,0.52,0.55,0.46,0.35,0.49
opendvr.csv,0.35,0.65,0.54,0.45,0.39,0.51,0.41,0.41,0.57,0.48,0.56,0.7,0.48,0.13,0.92,0.46
power-architect.csv,0.52,0.51,0.47,0.62,0.0,0.59,0.48,0.45,0.61,0.59,0.55,0.97,0.61,0.26,0.54,0.65
sidekar.csv,0.64,0.43,0.74,1.0,0.56,0.55,0.55,0.63,0.4,0.57,0.28,0.53,0.52,0.4,0.36,0.7
wheat.csv,0.4,0.48,0.25,0.07,0.52,0.25,0.21,0.0,0.44,0.36,0.97,0.36,0.24,0.36,0.6,0.46
wsmt.csv,0.13,0.02,0.06,0.0,0.26,0.04,0.06,0.0,0.14,0.04,0.17,0.02,0.11,0.95,0.11,0.0
