,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.46,0.53,0.57,0.51,0.52,0.65,0.67,0.57,0.75,0.58,0.89,0.43,0.59,0.57,0.75,0.56
beast-mcmc.csv,0.67,0.46,0.97,0.58,0.63,0.5,0.45,0.56,0.52,0.47,0.88,0.45,0.48,0.44,0.63,0.5
bigdata.csv,0.5,0.5,0.49,0.51,0.47,0.52,0.38,0.44,0.74,0.56,0.41,0.43,0.42,0.45,0.5,0.73
cuberok.csv,0.4,0.37,0.5,0.46,0.47,0.41,0.63,0.44,0.71,0.38,0.5,0.38,0.42,0.42,0.46,0.34
exist.csv,0.71,0.49,0.61,0.45,0.58,0.5,0.45,0.54,0.87,0.45,0.77,0.47,0.48,0.64,0.61,0.53
icescrum.csv,0.61,0.59,0.96,0.52,0.61,0.57,0.5,0.48,0.72,0.72,0.75,0.48,0.59,0.4,0.64,0.58
jbasic.csv,0.85,0.5,0.96,0.93,0.72,0.55,0.67,0.59,0.93,0.88,0.83,0.72,0.57,0.6,0.83,0.8
jrefactory.csv,0.55,0.55,0.69,0.7,0.45,0.68,0.47,0.75,0.59,0.65,0.42,0.46,0.52,0.4,0.69,0.42
jsecurity.csv,0.75,0.61,0.83,0.72,0.79,0.72,0.56,0.81,0.55,0.57,0.69,0.62,0.67,0.82,0.83,0.53
libopenmetaverse.csv,0.38,0.44,0.54,0.51,0.55,0.41,0.44,0.48,0.44,0.52,0.44,0.38,0.45,0.37,0.45,0.41
mobicents.csv,0.57,0.39,0.61,0.57,0.5,0.52,0.46,0.47,0.54,0.48,0.81,0.47,0.48,0.54,0.7,0.59
opendvr.csv,0.53,0.52,0.73,0.76,0.44,0.57,0.71,0.74,0.78,0.5,0.57,0.5,0.68,0.9,0.81,0.52
power-architect.csv,0.45,0.41,0.51,0.46,0.36,0.43,0.66,0.57,0.6,0.44,0.42,0.4,0.48,0.52,0.71,0.34
sidekar.csv,0.5,0.44,0.44,0.5,0.52,0.46,0.57,0.57,0.68,0.48,0.59,0.39,0.42,0.42,0.52,0.36
wheat.csv,0.79,0.96,0.96,0.88,0.61,0.95,0.67,0.75,0.68,0.66,0.52,0.89,0.98,0.8,0.59,0.71
wsmt.csv,0.96,0.5,0.91,0.5,0.92,0.92,0.75,0.0,0.87,0.86,0.86,0.67,0.97,0.59,0.93,0.0
