,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.67,0.78,0.54,0.55,0.61,0.66,0.7,0.49,0.04,0.66,0.8,0.64,0.76,0.84,0.91,0.66
beast-mcmc.csv,0.01,0.66,0.78,0.67,0.6,0.56,0.56,0.68,0.77,0.39,0.79,0.61,0.62,0.91,0.72,0.47
bigdata.csv,0.51,0.65,0.93,0.85,0.8,0.65,0.94,0.57,0.77,0.67,0.94,0.68,0.0,0.65,0.81,0.7
cuberok.csv,0.74,1.0,0.66,0.52,0.64,0.71,0.14,0.97,0.68,0.63,0.87,0.67,0.73,0.72,0.95,0.44
exist.csv,0.57,0.63,0.56,0.6,0.67,0.58,0.72,0.56,0.86,0.04,0.84,0.67,0.63,0.91,0.81,0.44
icescrum.csv,0.45,0.7,0.83,0.66,0.79,0.6,0.66,0.42,0.7,0.76,0.93,0.72,0.69,1.02,0.88,0.0
jbasic.csv,0.64,0.72,0.8,0.81,0.79,0.64,0.64,0.09,0.77,0.79,0.94,0.75,0.76,0.88,0.78,0.75
jrefactory.csv,0.79,0.04,0.89,0.89,0.62,0.75,0.68,0.81,0.9,0.76,0.49,0.68,0.75,0.71,0.93,0.75
jsecurity.csv,0.67,0.7,0.08,0.66,0.91,0.77,0.84,0.83,0.9,0.75,0.7,0.78,0.8,0.88,0.87,0.68
libopenmetaverse.csv,0.83,0.72,0.85,0.74,0.08,0.83,0.76,0.53,0.9,0.64,0.79,0.97,0.84,0.78,0.72,0.82
mobicents.csv,0.55,0.78,0.68,0.59,0.8,0.02,0.71,0.52,0.63,0.57,0.69,0.61,0.58,0.68,0.78,0.66
opendvr.csv,0.91,0.62,0.66,0.63,0.91,0.74,0.66,0.7,0.59,0.84,0.57,0.45,0.79,0.91,0.09,0.77
power-architect.csv,0.74,0.8,0.84,0.62,1.0,0.73,0.78,0.75,0.59,0.65,0.78,0.04,0.67,0.88,0.73,0.66
sidekar.csv,0.51,0.88,0.46,0.0,0.55,0.65,0.64,0.51,0.68,0.58,0.86,0.72,0.68,0.92,0.76,0.51
wheat.csv,0.67,0.58,0.8,0.94,0.62,0.81,0.85,1.0,0.68,0.86,0.04,0.69,0.82,0.7,0.63,0.61
wsmt.csv,0.9,0.98,0.95,1.0,0.79,0.97,0.96,1.0,0.9,0.97,0.87,0.99,0.92,0.07,0.94,1.0
