,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.95,0.88,1.0,0.95,0.84,0.91,0.89,0.89,0.05,1.02,0.92,0.97,1.0,0.91
dvt.csv,0.81,0.6,0.76,0.81,0.77,0.02,0.7,0.89,0.68,0.92,0.82,0.72,0.88,0.89
flylinkdc.csv,0.08,0.75,0.73,0.91,0.56,0.73,0.77,0.61,0.78,0.64,0.8,0.9,0.75,0.61
fulguro.csv,0.85,0.72,0.77,0.71,0.83,0.91,0.82,0.91,0.71,0.73,0.96,0.97,0.97,0.18
gnome-jabber.csv,0.83,0.82,0.93,0.79,0.85,0.68,0.85,0.7,0.9,0.76,0.4,0.93,0.61,0.76
ipfire-wall.csv,0.63,0.68,0.62,0.78,0.64,0.75,0.97,0.75,0.8,0.0,0.79,0.78,0.81,0.72
jruby.csv,0.84,0.68,1.0,1.0,1.02,0.57,0.87,0.93,0.7,1.0,0.89,0.0,0.82,1.0
ldview.csv,0.62,0.75,1.0,0.69,0.59,0.85,0.0,0.68,0.91,0.63,0.82,0.66,0.64,0.77
maidsafe-dht.csv,0.81,0.82,0.72,0.8,0.0,0.77,0.96,0.52,0.61,0.53,0.9,0.77,0.97,1.0
nuttx.csv,0.45,0.8,0.65,0.08,0.49,0.71,0.64,0.75,0.97,0.58,0.7,0.78,0.67,0.79
oorexx.csv,0.72,0.82,0.99,1.0,0.53,0.57,0.56,0.76,0.89,0.79,0.82,0.73,0.08,0.73
red5.csv,0.82,0.68,0.98,0.71,0.72,0.68,0.73,0.02,0.54,1.09,0.67,0.66,0.86,0.83
vdsf.csv,0.83,0.93,0.17,0.86,0.89,0.83,0.74,0.81,0.93,0.95,0.8,0.86,0.86,1.0
xbrlapi.csv,0.78,0.02,0.81,0.87,0.86,0.85,0.67,0.85,0.74,0.61,0.91,0.88,0.73,0.6
