,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.1,0.08,0.02,0.03,0.28,0.05,0.24,0.14,0.02,0.19,0.0,0.0,0.08,0.03
dvt.csv,0.29,0.42,0.14,0.18,0.28,0.0,0.46,0.1,0.37,0.24,0.2,0.16,0.16,0.34
flylinkdc.csv,0.0,0.3,0.2,0.18,0.25,0.23,0.14,0.1,0.19,0.19,0.0,0.42,0.2,0.27
fulguro.csv,0.12,0.08,0.61,0.56,0.27,0.41,0.11,0.1,0.36,0.14,0.0,0.11,0.0,0.0
gnome-jabber.csv,0.8,0.8,0.93,0.69,0.8,0.64,0.76,0.66,0.81,0.76,0.4,0.89,0.44,0.76
ipfire-wall.csv,0.12,0.38,0.27,0.44,0.28,0.23,0.16,0.59,0.56,0.0,0.0,0.42,0.36,0.33
jruby.csv,0.79,0.65,1.0,1.0,0.22,0.27,0.32,0.9,0.51,0.08,0.4,0.0,0.48,0.0
ldview.csv,0.47,0.35,1.0,0.59,0.4,0.7,0.0,0.34,0.07,0.16,0.2,0.26,0.48,0.54
maidsafe-dht.csv,0.03,0.12,0.21,0.26,0.0,0.21,0.11,0.24,0.47,0.19,0.0,0.21,0.0,0.05
nuttx.csv,0.35,0.3,0.4,0.08,0.4,0.3,0.3,0.62,0.34,0.43,0.4,0.58,0.28,0.3
oorexx.csv,0.58,0.48,0.0,0.0,0.48,0.31,0.41,0.34,0.53,0.65,0.4,0.63,0.08,0.57
red5.csv,0.59,0.55,0.97,0.59,0.33,0.49,0.62,0.0,0.46,0.43,0.6,0.53,0.08,0.39
vdsf.csv,0.82,0.92,0.03,0.26,0.88,0.82,0.73,0.72,0.93,0.95,0.8,0.84,0.84,1.0
xbrlapi.csv,0.17,0.0,0.65,0.79,0.48,0.6,0.24,0.72,0.41,0.24,0.6,0.21,0.44,0.39
