,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.06,0.15,0.0,0.06,0.24,0.12,0.17,0.14,0.96,0.0,0.1,0.04,0.0,0.11
dvt.csv,0.28,0.57,0.29,0.25,0.33,0.98,0.49,0.15,0.46,0.13,0.25,0.34,0.17,0.21
flylinkdc.csv,0.93,0.35,0.34,0.12,0.54,0.35,0.28,0.45,0.28,0.44,0.24,0.24,0.32,0.49
fulguro.csv,0.19,0.34,0.49,0.54,0.24,0.22,0.23,0.11,0.41,0.32,0.05,0.05,0.04,0.85
gnome-jabber.csv,0.49,0.51,0.27,0.51,0.47,0.64,0.47,0.61,0.43,0.58,0.88,0.35,0.58,0.58
ipfire-wall.csv,0.43,0.46,0.49,0.38,0.47,0.33,0.06,0.5,0.43,1.0,0.25,0.38,0.32,0.4
jruby.csv,0.48,0.63,0.0,0.0,0.0,0.53,0.22,0.33,0.51,0.0,0.24,1.0,0.36,0.0
ldview.csv,0.58,0.37,0.0,0.58,0.58,0.45,1.0,0.45,0.12,0.44,0.25,0.44,0.57,0.45
maidsafe-dht.csv,0.23,0.23,0.35,0.28,1.0,0.3,0.06,0.56,0.6,0.54,0.12,0.3,0.04,0.0
nuttx.csv,0.71,0.3,0.51,0.98,0.68,0.4,0.47,0.52,0.12,0.6,0.45,0.47,0.43,0.31
oorexx.csv,0.53,0.36,0.01,0.0,0.72,0.55,0.61,0.37,0.31,0.5,0.31,0.56,0.96,0.52
red5.csv,0.43,0.56,0.13,0.56,0.4,0.52,0.55,0.98,0.67,0.0,0.61,0.57,0.17,0.3
vdsf.csv,0.5,0.3,0.86,0.21,0.39,0.49,0.6,0.5,0.27,0.21,0.54,0.45,0.45,0.0
xbrlapi.csv,0.28,0.98,0.47,0.46,0.32,0.4,0.42,0.47,0.41,0.48,0.33,0.17,0.44,0.56
