,recall,precision,pf,wins
apertium.csv,0.22,0.36,0.26,6
blue-c.csv,0.73,0.34,0.53,4
factor.csv,0.13,0.33,0.13,9
fltk.csv,0.6,0.41,0.26,15
free-evolution.csv,0.56,0.38,0.39,8
icescrum.csv,0.4,0.44,0.28,10
jbasic.csv,0.84,0.32,0.84,1
kvs.csv,0.45,0.48,0.31,13
monetdb.csv,0.14,0.42,0.13,11
phet.csv,0.57,0.26,0.74,0
projecteqemu.csv,0.41,0.5,0.14,16
repositorium.csv,0.21,0.22,0.39,3
smarttag.csv,0.36,0.39,0.15,14
sumatrapdf.csv,0.91,0.33,0.84,2
voms.csv,0.27,0.47,0.22,12
vrjuggler.csv,0.33,0.4,0.33,7
wheat.csv,0.46,0.37,0.41,5
