,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.66,0.97,0.97,0.95,0.63,0.95,0.62,0.79,0.0,0.74,0.68,0.82,0.7
bacula.csv,0.45,0.45,0.52,0.53,0.39,0.48,0.48,0.47,0.44,0.54,0.57,0.4,0.62
elmo.csv,0.92,0.92,0.55,0.92,0.77,0.93,0.74,0.68,0.92,0.88,0.5,0.96,0.98
jajuk.csv,0.35,0.42,0.35,0.37,0.39,0.38,0.34,0.39,0.3,0.4,0.38,0.36,0.37
ktc.csv,0.42,0.5,0.38,0.38,0.39,0.46,0.4,0.9,0.29,0.49,0.49,0.41,0.48
neoengine.csv,0.53,0.5,0.5,0.48,0.39,0.5,0.43,0.44,0.4,0.62,0.38,0.44,0.49
omseek.csv,0.98,0.68,0.0,0.97,0.68,0.93,0.93,0.0,0.59,0.97,0.88,0.94,0.67
pcgen.csv,0.37,0.43,0.37,0.44,0.45,0.5,0.4,0.49,0.4,0.41,0.42,0.4,0.42
rosegarden.csv,0.38,0.45,0.42,0.46,0.39,0.52,0.4,0.9,0.42,0.52,0.41,0.38,0.5
selenium.csv,0.38,0.42,0.7,0.36,0.41,0.37,0.4,0.55,0.33,0.41,0.51,0.35,0.53
vapor.csv,0.0,0.48,0.5,0.57,0.79,0.47,0.59,0.6,0.39,0.9,0.0,0.5,0.53
zorannt.csv,0.62,0.45,0.37,0.97,0.48,0.5,0.51,0.52,0.41,0.98,0.48,0.57,0.56
zscreen.csv,0.46,0.53,0.73,0.57,0.39,0.65,0.55,0.5,0.96,0.55,0.52,0.4,0.57
