,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.64,0.52,0.49,0.7,0.67,0.05,0.86,0.75,0.49,0.73,0.73,0.59,0.33,0.61
crux-framework.csv,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0
etherboot.csv,0.68,1.04,0.9,0.7,0.09,0.89,0.81,0.98,0.77,0.75,0.7,0.69,0.38,0.85
freebios.csv,0.75,0.64,0.9,0.82,0.65,0.59,0.02,0.75,0.7,0.67,0.87,0.65,0.74,0.59
gebr.csv,0.82,0.83,0.93,0.66,0.7,0.8,0.87,0.11,0.7,0.85,0.76,0.65,0.87,0.81
gnukeda.csv,0.63,0.49,0.66,0.03,0.68,0.55,0.82,0.5,0.52,0.51,0.65,0.62,0.6,0.81
google-gears.csv,0.67,0.51,0.53,0.56,0.87,0.81,0.91,0.46,0.91,0.67,0.03,0.72,0.51,0.74
gstreamer.csv,0.58,0.48,1.02,0.63,0.68,0.71,0.7,0.55,0.63,0.69,0.67,0.03,0.5,0.7
jnode.csv,0.97,0.91,0.31,0.9,0.96,1.0,0.94,0.94,1.0,0.9,0.94,0.98,1.0,1.0
metacosm.csv,0.63,0.46,0.85,0.68,0.76,0.6,0.84,0.67,0.56,0.64,0.66,0.59,0.44,0.0
openmeetings.csv,0.68,0.0,0.6,0.72,0.83,0.48,0.78,0.64,0.54,0.7,0.77,0.7,0.68,0.59
pgui.csv,0.57,0.84,0.72,0.71,0.73,0.59,0.75,0.71,0.04,0.7,0.68,0.76,0.76,0.51
tradelink.csv,0.64,0.73,0.82,0.59,0.76,0.82,0.87,0.77,0.67,0.01,0.7,0.63,0.48,0.74
wxcrp.csv,0.07,0.73,0.6,0.82,0.87,0.5,0.98,0.83,0.72,0.49,0.83,0.84,0.94,0.77
