,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.46,0.61,0.63,0.37,0.4,0.96,0.27,0.58,0.65,0.47,0.33,0.51,0.91,0.46
crux-framework.csv,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0
etherboot.csv,0.64,0.3,0.14,0.36,0.93,0.36,0.36,0.32,0.34,0.4,0.57,0.43,0.7,0.33
freebios.csv,0.46,0.41,0.14,0.44,0.52,0.64,0.98,0.54,0.4,0.53,0.43,0.54,0.37,0.51
gebr.csv,0.51,0.49,0.38,0.55,0.59,0.54,0.46,0.91,0.63,0.47,0.57,0.67,0.43,0.52
gnukeda.csv,0.53,0.61,0.58,0.98,0.59,0.65,0.34,0.59,0.61,0.63,0.51,0.44,0.63,0.53
google-gears.csv,0.67,0.74,0.62,0.6,0.41,0.51,0.35,0.73,0.33,0.53,0.99,0.62,0.83,0.37
gstreamer.csv,0.58,0.75,0.07,0.45,0.44,0.63,0.44,0.56,0.62,0.41,0.47,0.98,0.83,0.61
jnode.csv,0.04,0.17,0.74,0.12,0.06,0.0,0.07,0.07,0.0,0.13,0.07,0.02,0.0,0.0
metacosm.csv,0.48,0.6,0.22,0.4,0.31,0.64,0.23,0.38,0.6,0.46,0.42,0.46,0.68,1.0
openmeetings.csv,0.37,1.0,0.66,0.33,0.21,0.68,0.31,0.43,0.55,0.37,0.28,0.36,0.38,0.46
pgui.csv,0.52,0.48,0.35,0.4,0.46,0.52,0.31,0.35,0.97,0.41,0.42,0.32,0.36,0.59
tradelink.csv,0.44,0.32,0.23,0.55,0.31,0.52,0.17,0.27,0.61,1.0,0.45,0.59,0.67,0.3
wxcrp.csv,0.95,0.52,0.66,0.21,0.17,0.56,0.02,0.21,0.34,0.61,0.21,0.19,0.33,0.55
