,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.27,0.32,0.31,0.22,0.2,0.0,0.41,0.71,0.33,0.51,0.16,0.27,0.33,0.13
crux-framework.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etherboot.csv,0.65,0.82,0.21,0.12,0.0,0.61,0.45,0.89,0.31,0.4,0.59,0.34,0.17,0.48
freebios.csv,0.51,0.04,0.23,0.62,0.41,0.49,0.0,0.66,0.3,0.48,0.7,0.44,0.31,0.29
gebr.csv,0.81,0.82,0.85,0.5,0.62,0.8,0.76,0.03,0.69,0.83,0.73,0.63,0.87,0.81
gnukeda.csv,0.4,0.26,0.54,0.0,0.61,0.45,0.43,0.24,0.32,0.35,0.41,0.12,0.5,0.77
google-gears.csv,0.65,0.48,0.38,0.38,0.87,0.71,0.63,0.39,0.91,0.48,0.03,0.7,0.51,0.32
gstreamer.csv,0.4,0.45,0.4,0.22,0.33,0.69,0.37,0.29,0.54,0.29,0.38,0.02,0.5,0.65
jnode.csv,0.04,0.29,0.0,0.03,0.08,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.06
metacosm.csv,0.32,0.09,0.24,0.22,0.21,0.52,0.27,0.03,0.39,0.27,0.24,0.1,0.28,0.0
openmeetings.csv,0.09,0.0,0.55,0.0,0.15,0.38,0.25,0.13,0.22,0.16,0.11,0.1,0.16,0.0
pgui.csv,0.25,0.73,0.23,0.31,0.49,0.29,0.16,0.08,0.01,0.31,0.3,0.24,0.37,0.26
tradelink.csv,0.17,0.01,0.11,0.38,0.21,0.81,0.14,0.08,0.6,0.01,0.41,0.5,0.34,0.06
wxcrp.csv,0.01,0.57,0.55,0.06,0.1,0.11,0.02,0.13,0.16,0.25,0.11,0.03,0.67,0.71
