,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.53,0.21,0.37,0.26,0.53,0.66,0.22,0.47,0.14,0.49,0.54,0.48,1.0
aubit4gl.csv,0.4,0.59,0.58,0.54,0.39,0.26,1.0,0.2,0.39,0.58,0.4,0.18,0.2
bionote.csv,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.79,0.02,0.17
liferea.csv,0.55,0.31,0.52,0.59,0.58,0.93,0.55,0.43,0.15,0.39,0.63,0.51,0.52
opensim4opencog.csv,0.04,0.21,0.2,0.0,0.09,0.18,0.59,0.97,0.0,0.06,0.53,0.16,0.45
pclasses.csv,0.17,0.85,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.11,0.0
plearn.csv,0.94,0.4,0.37,0.33,0.24,0.18,0.56,0.42,0.5,0.34,0.43,0.59,0.32
psrchive.csv,0.24,0.21,0.2,0.09,1.0,0.0,0.05,0.05,0.07,0.1,0.43,0.11,0.11
re2c.csv,0.36,0.57,1.0,0.36,0.79,0.18,0.6,0.16,0.38,0.46,0.29,0.7,0.5
rebecca-aiml.csv,0.37,0.31,0.38,0.34,0.4,0.34,0.57,0.34,0.32,0.56,0.65,0.98,0.49
thrust.csv,0.37,0.0,0.2,0.18,0.25,0.18,0.56,0.42,0.85,0.41,0.0,0.65,0.38
tzod.csv,0.45,0.11,0.2,0.91,0.4,0.62,0.53,0.51,0.0,0.41,0.75,0.4,0.5
yaprm.csv,0.49,0.21,0.37,0.54,0.59,0.18,0.62,0.34,0.39,0.95,0.29,0.59,0.2
