,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,7.0,3.0,10.0,5.0,0.0,3.0,2.0,4.0,3.0,2.0,8.0,2.0,0.0
aubit4gl.csv,1.0,3.0,0.0,5.0,19.0,7.0,0.0,2.0,1.0,0.0,12.0,0.0,0.0
bionote.csv,1.0,66.0,56.0,74.0,88.0,0.0,101.0,4.0,63.0,74.0,0.0,0.0,0.0
liferea.csv,11.0,7.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,3.0,1.0,7.0
opensim4opencog.csv,2.0,3.0,0.0,74.0,2.0,1.0,0.0,0.0,63.0,0.0,7.0,8.0,0.0
pclasses.csv,6.0,0.0,56.0,3.0,88.0,56.0,101.0,187.0,63.0,74.0,2.0,11.0,131.0
plearn.csv,0.0,6.0,0.0,4.0,14.0,12.0,2.0,6.0,6.0,0.0,9.0,0.0,4.0
psrchive.csv,3.0,6.0,0.0,1.0,0.0,56.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0
re2c.csv,3.0,1.0,0.0,4.0,1.0,10.0,2.0,12.0,1.0,0.0,3.0,3.0,2.0
rebecca-aiml.csv,3.0,2.0,3.0,1.0,15.0,2.0,2.0,5.0,7.0,0.0,2.0,0.0,2.0
thrust.csv,5.0,66.0,0.0,6.0,5.0,5.0,0.0,5.0,0.0,2.0,59.0,2.0,3.0
tzod.csv,3.0,0.0,5.0,0.0,13.0,8.0,1.0,17.0,63.0,1.0,15.0,1.0,1.0
yaprm.csv,9.0,1.0,6.0,2.0,11.0,4.0,2.0,15.0,1.0,0.0,9.0,2.0,3.0
