,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.57,0.84,0.71,0.81,0.58,0.53,0.85,0.6,0.89,0.64,0.55,0.6,0.0
aubit4gl.csv,0.75,0.5,0.71,0.59,0.77,0.93,0.02,0.84,0.68,0.71,0.81,0.94,0.83
bionote.csv,0.98,1.0,1.0,1.0,1.0,0.92,1.01,0.91,1.0,1.0,0.25,0.98,0.86
liferea.csv,0.6,0.76,0.62,0.5,0.55,0.08,0.67,0.69,0.88,0.73,0.49,0.54,0.59
opensim4opencog.csv,0.97,0.82,0.83,1.0,0.93,0.85,0.57,0.04,1.0,0.95,0.6,0.87,0.6
pclasses.csv,0.88,0.18,1.0,0.68,1.0,1.0,1.0,1.0,1.0,1.0,0.88,0.91,1.0
plearn.csv,0.07,0.71,0.75,0.83,0.86,0.9,0.75,0.71,0.63,0.73,0.65,0.47,0.95
psrchive.csv,0.8,0.83,0.84,0.93,0.0,1.0,0.96,0.96,0.94,0.92,0.65,0.91,0.92
re2c.csv,0.7,0.56,0.0,0.82,0.3,0.9,0.73,0.88,0.74,0.69,0.77,0.4,0.82
rebecca-aiml.csv,0.7,0.74,0.68,0.74,0.71,0.83,0.74,0.75,0.82,0.59,0.42,0.02,0.62
thrust.csv,0.69,1.01,0.86,0.88,0.79,0.88,0.68,0.73,0.18,0.72,1.06,0.42,0.71
tzod.csv,0.65,0.92,0.87,0.11,0.71,0.72,0.8,0.63,1.0,0.72,0.53,0.67,0.83
yaprm.csv,0.66,0.84,0.75,0.6,0.53,0.86,0.64,0.75,0.7,0.06,0.78,0.5,0.83
