,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.63,0.61,0.45,0.42,0.31,0.99
lazarus-ccr.csv,0.74,0.49,0.48,0.35,0.12,0.26
lcfizvtop.csv,0.42,0.64,0.28,0.24,0.57,0.62
migen.csv,0.44,0.71,0.07,0.28,0.46,0.53
mvnforum.csv,0.0,0.24,0.36,0.23,0.15,0.21
plplot.csv,0.65,0.53,0.45,0.67,0.29,0.7
