,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.99,0.89,0.53,0.32,0.72,0.06,0.45,0.35,0.73,0.95,0.59,0.16,0.15,0.07,0.63,0.88
calcubetimer.csv,0.84,0.87,0.5,0.25,0.84,0.14,0.48,0.3,0.74,1.0,0.61,0.24,0.14,0.06,0.6,0.88
chaosrts.csv,0.83,0.88,0.62,0.32,0.78,0.08,0.49,0.41,0.77,0.92,0.69,0.16,0.16,0.07,0.58,1.0
dxengine.csv,0.81,1.0,0.75,0.96,0.83,0.47,0.4,0.32,0.7,1.0,0.69,0.43,0.24,0.21,0.8,0.92
freedom-erp.csv,0.5,0.0,0.0,0.0,0.94,0.0,0.0,0.07,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.75
joustsim.csv,0.87,0.89,0.75,0.43,0.89,0.26,0.35,0.35,0.7,1.0,0.47,1.0,0.24,0.02,0.69,0.91
jsidplay2.csv,0.82,0.84,0.28,0.25,1.0,0.1,0.41,0.33,0.9,0.92,0.54,0.16,0.08,0.1,0.55,0.89
madman.csv,0.88,1.0,1.0,0.25,1.0,0.5,0.67,0.2,0.92,1.0,0.0,0.5,1.0,0.0,0.6,0.93
mclient-mume.csv,0.78,0.93,0.97,0.42,0.87,0.28,0.53,0.3,0.79,1.0,0.0,0.13,0.33,0.1,0.55,0.93
primefaces.csv,0.81,0.85,0.51,0.35,0.57,0.12,0.5,0.49,0.71,0.84,0.0,0.1,0.14,0.07,1.0,0.96
reaper3d.csv,1.0,0.0,0.0,0.0,0.33,0.43,0.15,1.0,0.0,1.0,0.17,0.0,0.0,1.0,0.55,0.33
sblim.csv,0.84,1.0,0.75,0.2,1.0,0.92,0.33,0.5,0.75,1.0,0.56,0.38,0.38,0.0,0.67,0.88
sevenupdate.csv,0.81,1.0,0.54,0.33,0.73,0.21,0.31,0.38,0.73,1.0,0.58,0.22,0.14,0.07,0.65,0.87
springside.csv,0.84,0.95,0.7,0.44,0.86,0.41,0.96,0.47,0.66,0.96,0.7,0.24,0.22,0.07,0.63,0.88
swtfox.csv,0.84,0.88,0.63,0.32,0.57,0.3,0.34,1.0,0.72,0.94,0.3,0.0,0.15,0.08,0.56,0.89
tmva.csv,0.83,0.88,0.47,0.3,0.86,0.16,0.42,0.33,0.99,0.94,0.55,0.17,0.2,0.06,0.6,0.9
