,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,1.0,0.92,0.69,0.48,0.77,0.09,0.61,0.48,0.83,0.95,0.73,0.28,0.25,0.14,0.78,0.92
calcubetimer.csv,0.88,0.66,0.32,0.15,0.85,0.18,0.5,0.41,0.57,1.0,0.76,0.39,0.21,0.11,0.63,0.85
chaosrts.csv,0.8,0.8,0.75,0.47,0.67,0.12,0.58,0.58,0.85,0.77,0.64,0.28,0.27,0.13,0.64,1.0
dxengine.csv,0.27,0.22,0.32,0.96,0.28,0.57,0.23,0.2,0.29,0.22,0.44,0.33,0.32,0.3,0.18,0.49
freedom-erp.csv,0.04,0.0,0.0,0.0,0.4,0.0,0.0,0.04,0.0,0.47,0.98,0.0,0.0,0.0,0.0,0.22
joustsim.csv,0.53,0.63,0.32,0.48,0.42,0.24,0.41,0.38,0.55,0.3,0.32,1.0,0.38,0.04,0.58,0.43
jsidplay2.csv,0.48,0.57,0.25,0.25,1.0,0.14,0.47,0.44,0.52,0.86,0.46,0.26,0.12,0.18,0.56,0.88
madman.csv,0.23,0.04,0.33,0.06,0.03,0.35,0.08,0.04,0.13,0.07,0.0,0.15,0.93,0.0,0.13,0.17
mclient-mume.csv,0.55,0.44,0.98,0.42,0.35,0.36,0.41,0.27,0.52,0.33,0.0,0.15,0.46,0.14,0.49,0.3
primefaces.csv,0.6,0.78,0.62,0.51,0.37,0.15,0.57,0.54,0.76,0.43,0.0,0.14,0.23,0.13,0.99,0.62
reaper3d.csv,0.14,0.0,0.0,0.0,0.11,0.42,0.18,0.14,0.0,0.04,0.02,0.0,0.0,0.86,0.24,0.01
sblim.csv,0.45,0.12,0.18,0.11,0.16,0.96,0.16,0.23,0.07,0.38,0.49,0.32,0.38,0.0,0.46,0.41
sevenupdate.csv,0.77,1.0,0.7,0.49,0.74,0.34,0.46,0.55,0.85,0.67,0.73,0.36,0.25,0.14,0.67,0.62
springside.csv,0.81,0.59,0.67,0.58,0.57,0.47,0.96,0.48,0.59,0.56,0.62,0.36,0.35,0.12,0.74,0.78
swtfox.csv,0.54,0.83,0.68,0.42,0.3,0.45,0.48,0.97,0.79,0.46,0.18,0.0,0.24,0.15,0.51,0.55
tmva.csv,0.89,0.59,0.53,0.39,0.71,0.25,0.55,0.4,0.99,0.91,0.66,0.29,0.33,0.1,0.67,0.94
