,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.37,0.45,0.39,0.43,0.43,0.62,0.41,0.41,0.46,0.43,0.32,0.47,0.42,0.37,0.32,0.39
calcubetimer.csv,0.3,0.37,0.79,0.92,0.34,0.58,0.62,0.36,0.56,0.43,0.3,0.37,0.52,0.48,0.33,0.41
chaosrts.csv,0.34,0.44,0.43,0.42,0.44,0.57,0.42,0.4,0.47,0.45,0.41,0.46,0.43,0.39,0.33,0.41
dxengine.csv,0.95,0.83,0.88,0.52,0.92,0.59,0.95,0.89,0.72,0.86,0.69,0.86,0.59,0.79,0.8,0.52
freedom-erp.csv,0.75,0.0,0.0,0.0,0.81,0.0,0.0,0.93,0.0,0.76,0.41,0.0,0.75,0.0,0.0,0.92
joustsim.csv,0.59,0.48,0.88,0.43,0.72,0.79,0.74,0.51,0.46,0.8,0.65,0.82,0.41,0.58,0.48,0.65
jsidplay2.csv,0.64,0.64,0.8,0.82,0.41,0.56,0.53,0.46,0.96,0.49,0.64,0.48,0.65,0.43,0.38,0.4
madman.csv,0.94,0.0,0.83,0.75,0.0,0.92,0.67,0.8,0.92,0.5,0.0,0.5,0.86,0.75,0.8,0.93
mclient-mume.csv,0.5,0.53,0.52,0.5,0.8,0.54,0.8,0.67,0.46,0.82,0.67,0.67,0.5,0.86,0.42,0.96
primefaces.csv,0.58,0.54,0.45,0.44,0.79,0.72,0.53,0.67,0.5,0.74,0.92,0.81,0.5,0.48,0.44,0.69
reaper3d.csv,0.88,0.0,0.0,0.0,0.92,0.95,0.89,0.67,0.0,0.0,0.83,0.5,0.0,0.83,0.91,0.67
sblim.csv,0.68,0.67,0.75,0.9,0.8,0.75,0.93,0.92,0.88,0.62,0.49,0.88,0.88,0.75,0.67,0.64
sevenupdate.csv,0.31,0.47,0.39,0.41,0.45,0.44,0.5,0.36,0.44,0.36,0.31,0.4,0.4,0.37,0.35,0.35
springside.csv,0.33,0.45,0.41,0.42,0.48,0.52,0.59,0.51,0.45,0.43,0.42,0.45,0.38,0.39,0.32,0.43
swtfox.csv,0.68,0.56,0.57,0.5,0.95,0.52,0.55,0.74,0.48,0.83,0.97,0.96,0.58,0.45,0.65,0.87
tmva.csv,0.33,0.52,0.53,0.48,0.55,0.47,0.47,0.48,0.51,0.46,0.35,0.5,0.4,0.42,0.32,0.37
