,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.05,1.0,1.0,0.99,0.97,1.08,0.61,0.91,0.97,0.75,0.92,0.95,0.96,1.0,0.85,0.95
calcubetimer.csv,0.95,0.82,0.81,0.91,0.52,0.85,0.56,0.97,0.7,0.0,0.89,0.58,0.72,0.78,0.72,0.86
chaosrts.csv,0.88,0.87,0.67,0.95,0.64,1.01,0.47,0.86,0.78,0.82,0.55,0.93,0.77,0.9,0.8,0.01
dxengine.csv,0.86,0.88,0.8,0.04,0.84,0.35,0.85,0.87,0.85,0.88,0.71,0.73,0.57,0.52,0.9,0.7
freedom-erp.csv,0.99,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.7,0.04,1.0,1.0,1.0,1.0,0.93
joustsim.csv,0.69,0.71,0.8,0.59,0.74,0.79,0.69,0.76,0.77,0.82,0.85,0.0,0.47,0.97,0.6,0.75
jsidplay2.csv,0.77,0.88,1.02,0.85,0.0,0.99,0.61,0.87,0.65,1.02,0.76,0.84,0.9,0.58,0.82,0.8
madman.csv,0.87,0.98,0.8,0.96,0.98,0.73,0.96,0.98,0.93,0.96,1.0,0.91,0.12,1.0,0.93,0.91
mclient-mume.csv,0.87,0.73,0.04,0.66,0.79,0.6,0.69,0.83,0.68,0.8,1.0,0.85,0.35,0.77,0.78,0.83
primefaces.csv,0.8,1.04,0.88,0.87,0.94,0.9,0.48,0.55,0.95,1.04,1.02,0.86,0.81,0.79,0.03,0.56
reaper3d.csv,0.92,1.0,1.0,1.0,1.01,0.61,0.98,0.93,1.0,0.98,0.99,1.0,1.0,0.25,0.87,1.0
sblim.csv,0.76,0.94,0.9,0.94,0.92,0.02,0.9,0.85,0.96,0.77,0.74,0.73,0.63,1.0,0.7,0.78
sevenupdate.csv,0.94,0.0,0.96,0.98,0.88,0.94,0.97,1.0,1.0,0.5,1.0,0.59,1.0,1.0,0.63,0.74
springside.csv,0.83,0.6,0.47,0.59,0.61,0.5,0.05,0.61,0.88,0.66,0.55,0.5,0.53,0.79,0.78,0.75
swtfox.csv,0.72,0.86,0.55,0.78,0.91,0.56,0.84,0.05,0.93,0.74,0.96,1.1,0.68,0.78,0.76,0.71
tmva.csv,1.0,0.74,0.84,0.82,0.49,0.98,0.6,0.81,0.04,0.76,0.94,0.88,0.65,0.84,0.78,0.84
