,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.99,0.0,0.0,0.09,0.2,0.2,0.75,0.37,0.13,0.61,0.33,0.21,0.17,0.0,0.47,0.21
calcubetimer.csv,0.21,0.47,0.27,0.13,0.75,0.3,0.54,0.32,0.48,1.0,0.38,0.78,0.41,0.48,0.56,0.45
chaosrts.csv,0.42,0.44,0.7,0.23,0.57,0.25,0.69,0.45,0.57,0.5,0.61,0.27,0.57,0.37,0.52,0.99
dxengine.csv,0.19,0.15,0.24,0.96,0.2,0.74,0.19,0.18,0.21,0.15,0.36,0.31,0.53,0.54,0.12,0.37
freedom-erp.csv,0.02,0.0,0.0,0.0,0.29,0.0,0.0,0.02,0.0,0.35,0.98,0.0,0.0,0.0,0.0,0.16
joustsim.csv,0.42,0.49,0.24,0.57,0.31,0.27,0.5,0.44,0.46,0.22,0.28,1.0,0.79,0.14,0.53,0.32
jsidplay2.csv,0.37,0.41,0.24,0.29,1.0,0.28,0.56,0.45,0.41,0.0,0.42,0.48,0.28,0.67,0.48,0.53
madman.csv,0.16,0.02,0.24,0.05,0.02,0.31,0.05,0.02,0.09,0.05,0.0,0.11,0.9,0.0,0.1,0.11
mclient-mume.csv,0.41,0.33,0.99,0.45,0.26,0.53,0.38,0.29,0.43,0.24,0.0,0.21,0.75,0.29,0.45,0.21
primefaces.csv,0.46,0.0,0.43,0.43,0.29,0.26,0.65,0.6,0.26,0.28,0.0,0.3,0.51,0.54,0.98,0.51
reaper3d.csv,0.1,0.0,0.0,0.0,0.09,0.46,0.22,0.1,0.0,0.02,0.01,0.0,0.0,0.79,0.18,0.01
sblim.csv,0.34,0.07,0.12,0.09,0.1,1.0,0.12,0.18,0.05,0.27,0.45,0.31,0.43,0.0,0.39,0.31
sevenupdate.csv,0.32,1.0,0.17,0.09,0.42,0.24,0.17,0.0,0.0,0.56,0.0,0.74,0.0,0.0,0.63,0.48
springside.csv,0.49,0.48,0.64,0.71,0.46,0.59,0.96,0.52,0.44,0.43,0.58,0.69,0.76,0.51,0.56,0.57
swtfox.csv,0.43,0.45,0.68,0.51,0.23,0.76,0.48,0.96,0.29,0.34,0.14,0.0,0.57,0.56,0.47,0.43
tmva.csv,0.0,0.46,0.48,0.48,0.63,0.31,0.69,0.47,0.99,0.59,0.26,0.41,0.73,0.45,0.54,0.49
