,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.05,1.0,1.0,0.98,0.95,0.7,0.6,0.88,0.97,0.75,0.91,0.95,0.96,1.0,0.85,0.95
calcubetimer.csv,0.95,0.67,0.26,0.18,0.5,0.44,0.28,0.89,0.45,0.0,0.89,0.58,0.37,0.6,0.63,0.84
chaosrts.csv,0.85,0.83,0.67,0.94,0.5,0.65,0.38,0.86,0.78,0.75,0.39,0.93,0.76,0.89,0.74,0.0
dxengine.csv,0.2,0.0,0.07,0.02,0.1,0.21,0.12,0.2,0.22,0.0,0.2,0.07,0.27,0.15,0.04,0.21
freedom-erp.csv,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.22,0.0,0.0,0.03,0.02,0.08,0.01,0.0,0.32
joustsim.csv,0.3,0.5,0.07,0.39,0.1,0.17,0.47,0.49,0.55,0.0,0.39,0.0,0.45,0.42,0.33,0.21
jsidplay2.csv,0.4,0.67,0.67,0.41,0.0,0.67,0.41,0.8,0.12,1.0,0.47,0.82,0.49,0.52,0.7,0.79
madman.csv,0.1,0.0,0.0,0.06,0.0,0.07,0.01,0.06,0.02,0.0,0.0,0.02,0.0,0.04,0.07,0.05
mclient-mume.csv,0.65,0.17,0.04,0.29,0.1,0.33,0.15,0.35,0.28,0.0,0.04,0.22,0.24,0.19,0.56,0.11
primefaces.csv,0.6,1.0,0.85,0.86,0.6,0.45,0.33,0.38,0.93,0.75,0.19,0.47,0.78,0.75,0.0,0.16
reaper3d.csv,0.0,0.0,0.0,0.0,0.4,0.14,0.57,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.19,0.11
sblim.csv,0.3,0.0,0.04,0.16,0.0,0.02,0.1,0.09,0.03,0.0,0.47,0.08,0.1,0.04,0.26,0.26
sevenupdate.csv,0.9,0.0,0.96,0.98,0.85,0.94,0.96,1.0,1.0,0.0,1.0,0.58,1.0,1.0,0.56,0.53
springside.csv,0.8,0.17,0.3,0.57,0.2,0.2,0.02,0.35,0.75,0.25,0.33,0.42,0.51,0.7,0.78,0.68
swtfox.csv,0.4,0.83,0.48,0.67,0.45,0.55,0.82,0.0,0.92,0.25,0.4,0.47,0.57,0.77,0.56,0.37
tmva.csv,1.0,0.5,0.74,0.69,0.3,0.9,0.56,0.66,0.03,0.75,0.93,0.88,0.65,0.67,0.74,0.84
