,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.77,0.23,0.29,0.63,0.15,1.0,0.43,0.1,0.38,0.56,0.44,0.54,0.2,0.01
bibedt.csv,0.58,0.31,0.19,0.34,0.17,0.77,0.3,0.0,0.24,0.71,0.24,0.17,0.33,0.1
brlcad.csv,0.03,0.57,0.4,0.37,0.2,0.46,0.7,0.41,0.87,0.68,0.51,0.5,0.4,0.63
co-ode-owl-plugins.csv,0.4,0.24,0.32,0.87,0.01,0.58,0.3,0.17,0.31,0.24,0.95,0.33,0.47,0.86
firebreath.csv,0.88,0.39,0.02,0.52,0.43,0.92,1.0,0.44,0.27,0.42,0.09,0.37,0.27,0.97
fltk.csv,0.43,0.16,0.4,0.09,0.12,0.9,0.13,0.05,0.09,0.15,0.24,0.14,0.13,0.06
glas.csv,0.4,0.27,0.24,0.15,0.35,0.51,0.2,0.27,0.55,0.61,0.0,0.33,0.33,0.36
gretl.csv,0.85,0.79,0.72,0.53,0.91,0.83,0.03,0.85,0.65,0.93,0.91,0.7,0.93,0.87
konversation.csv,0.04,0.0,0.02,0.26,0.01,0.07,0.1,0.0,0.09,0.02,0.0,0.14,0.0,0.01
micomt.csv,0.27,0.4,0.41,0.52,0.79,0.94,0.43,0.32,0.22,0.0,0.35,0.42,0.4,0.74
openxava.csv,0.33,0.39,0.36,0.66,0.51,0.01,0.33,0.44,0.62,0.32,0.33,0.41,0.53,0.16
sumatrapdf.csv,0.94,0.4,0.56,0.73,0.57,0.98,0.77,0.37,0.02,0.31,0.45,0.61,0.47,0.95
tweetsharp.csv,0.48,0.48,0.78,0.51,0.41,0.91,0.57,0.29,0.82,0.61,0.89,0.51,0.2,0.78
wxcode.csv,0.16,0.09,0.05,0.09,0.04,0.02,0.07,0.2,0.13,0.12,0.0,0.0,0.07,0.0
