,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.55,0.63,0.62,0.45,0.96,0.49,0.6,0.86,0.56,0.64,0.54,0.57,0.52,0.72
bibedt.csv,0.62,0.5,0.76,0.65,0.85,0.61,0.54,0.9,0.67,0.55,0.88,0.93,0.48,0.67
brlcad.csv,0.87,0.59,0.67,0.93,0.95,0.47,0.61,0.65,0.42,0.52,0.7,0.72,0.59,0.76
co-ode-owl-plugins.csv,0.78,0.62,0.67,0.43,0.94,0.79,0.67,0.88,0.53,0.87,0.47,0.68,0.48,0.57
firebreath.csv,0.5,0.53,0.62,0.61,0.63,0.51,0.45,0.59,0.69,0.68,0.9,0.71,0.5,0.56
fltk.csv,0.67,0.71,0.57,0.52,0.93,0.51,0.58,0.8,0.73,0.94,0.61,0.8,0.5,0.83
glas.csv,0.54,0.92,0.62,0.96,0.61,0.37,0.54,0.67,0.54,0.38,0.61,0.63,0.55,0.7
gretl.csv,0.47,0.41,0.43,0.44,0.41,0.49,0.44,0.42,0.4,0.41,0.5,0.47,0.4,0.57
konversation.csv,0.99,0.91,0.8,0.76,0.5,0.94,0.96,0.0,0.93,0.0,0.0,0.92,0.5,0.92
micomt.csv,0.78,0.62,0.57,0.5,0.48,0.51,0.52,0.79,0.67,0.92,0.64,0.68,0.39,0.61
openxava.csv,0.57,0.58,0.69,0.45,0.55,0.94,0.48,0.55,0.46,0.59,0.55,0.6,0.55,0.53
sumatrapdf.csv,0.45,0.44,0.48,0.44,0.52,0.48,0.46,0.45,0.61,0.65,0.65,0.56,0.45,0.57
tweetsharp.csv,0.69,0.52,0.46,0.58,0.58,0.53,0.64,0.61,0.41,0.58,0.55,0.64,0.47,0.75
wxcode.csv,0.77,0.79,0.92,0.85,0.8,0.89,0.95,0.75,0.89,0.88,0.0,0.86,0.75,0.0
