,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,97.5,192.0,492.5,99.0,99.0
intact.csv,197.5,290.5,206.0,88.5,99.0
miranda-icq.csv,98.5,95.5,295.5,98.5,99.0
ofbiz.csv,197.5,282.5,590.0,97.5,99.0
roolo.csv,197.5,290.5,294.5,99.0,99.0
