,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.99,0.41,0.31,0.4,0.67
intact.csv,0.93,0.48,0.25,0.38,0.77
miranda-icq.csv,0.91,0.39,0.44,0.44,0.69
ofbiz.csv,0.87,0.28,0.26,0.41,0.81
roolo.csv,0.87,0.29,0.27,0.61,0.67
