,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.9,0.8,0.73,0.59,0.69,0.8,0.68,0.84,0.14,0.84
chaosrts.csv,1.0,1.0,1.0,0.99,0.98,0.86,0.9,0.99,1.0,0.01
lazarus-ccr.csv,0.62,0.09,0.86,0.61,0.74,0.84,0.61,0.73,1.0,0.42
linuxsh.csv,0.55,0.68,0.1,0.73,0.91,0.7,0.87,0.64,0.68,0.73
migen.csv,0.51,0.78,0.63,0.64,0.58,0.0,0.82,0.73,0.74,0.67
moviesandbox.csv,0.48,0.65,0.71,0.58,0.07,0.66,0.81,0.88,0.84,0.56
sauerbraten.csv,0.05,0.52,0.81,0.5,0.51,0.52,0.81,0.89,0.9,0.67
scite-ru.csv,0.63,0.68,0.75,0.68,0.52,0.71,0.2,0.72,0.9,0.84
vrjuggler.csv,0.57,0.92,0.91,0.96,0.84,0.71,0.79,0.25,0.97,0.94
xuggle.csv,0.72,0.81,0.91,0.15,0.78,0.79,0.91,1.0,0.86,0.94
