,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.88,0.5,0.64,0.35,0.6,0.7,0.29,0.37,0.13,0.32
chaosrts.csv,1.0,1.0,1.0,0.99,0.97,0.86,0.9,0.98,1.0,0.0
lazarus-ccr.csv,0.42,0.04,0.78,0.46,0.6,0.65,0.31,0.37,1.0,0.32
linuxsh.csv,0.54,0.5,0.04,0.69,0.86,0.65,0.83,0.63,0.4,0.53
migen.csv,0.46,0.32,0.51,0.42,0.2,0.0,0.12,0.24,0.55,0.42
moviesandbox.csv,0.42,0.36,0.31,0.2,0.0,0.3,0.08,0.1,0.36,0.16
sauerbraten.csv,0.0,0.25,0.8,0.21,0.17,0.21,0.27,0.15,0.87,0.47
scite-ru.csv,0.58,0.54,0.18,0.5,0.31,0.67,0.06,0.36,0.4,0.84
vrjuggler.csv,0.04,0.29,0.04,0.02,0.06,0.35,0.19,0.0,0.07,0.16
xuggle.csv,0.38,0.46,0.91,0.01,0.69,0.58,0.83,0.02,0.85,0.21
