,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,4.0,0.0,19.0,52.0,2.0,2.0,0.0,8.0,1.0,2.0
chaosrts.csv,6.0,5.0,4.0,115.0,3.0,4.0,9.0,13.0,1.0,0.0
lazarus-ccr.csv,3.0,0.0,4.0,34.0,1.0,6.0,4.0,11.0,1.0,1.0
linuxsh.csv,3.0,2.0,0.0,83.0,2.0,2.0,5.0,10.0,0.0,2.0
migen.csv,4.0,0.0,1.0,31.0,0.0,0.0,1.0,8.0,1.0,1.0
moviesandbox.csv,2.0,1.0,0.0,15.0,0.0,1.0,3.0,1.0,0.0,1.0
sauerbraten.csv,0.0,0.0,4.0,19.0,3.0,2.0,3.0,6.0,1.0,2.0
scite-ru.csv,3.0,5.0,5.0,91.0,0.0,2.0,0.0,9.0,0.0,1.0
vrjuggler.csv,0.0,3.0,0.0,7.0,2.0,2.0,5.0,0.0,1.0,1.0
xuggle.csv,4.0,5.0,4.0,0.0,1.0,2.0,14.0,74.0,1.0,2.0
