,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.59,0.39,0.17,0.16,0.58,0.41,0.35,0.15,0.92,0.84
chaosrts.csv,0.62,0.46,0.17,0.11,0.54,0.46,0.31,0.21,0.62,1.0
lazarus-ccr.csv,0.68,0.96,0.14,0.14,0.54,0.36,0.38,0.21,0.62,0.94
linuxsh.csv,0.73,0.48,0.83,0.12,0.51,0.47,0.26,0.27,0.65,0.87
migen.csv,0.73,0.44,0.2,0.13,0.74,1.0,0.4,0.26,0.59,0.89
moviesandbox.csv,0.75,0.52,0.19,0.22,1.0,0.52,0.5,0.25,0.51,0.96
sauerbraten.csv,1.0,0.65,0.19,0.25,0.79,0.67,0.26,0.18,0.59,0.89
scite-ru.csv,0.68,0.48,0.23,0.12,0.7,0.48,0.85,0.22,0.44,0.89
vrjuggler.csv,0.94,0.27,0.33,0.22,0.78,0.46,0.33,1.0,0.43,0.77
xuggle.csv,0.62,0.38,0.18,0.95,0.54,0.39,0.23,0.0,0.62,0.73
