,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,2.0,27.0,5.0,3.0,14.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
gamestone.csv,0.0,1.0,2.0,1.0,2.0,71.0,5.0,0.0,0.0,5.0,2.0,0.0
gbif-providertoolkit.csv,3.0,59.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0
heekscad.csv,0.0,7.0,6.0,1.0,2.0,2.0,0.0,4.0,1.0,8.0,0.0,0.0
igarden.csv,0.0,1.0,0.0,0.0,21.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0
levent.csv,2.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,105.0,64.0,0.0,113.0
libmesh.csv,6.0,59.0,0.0,4.0,2.0,71.0,0.0,2.0,1.0,64.0,0.0,0.0
openmsx.csv,2.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,64.0,5.0,5.0
pnotepad.csv,1.0,19.0,0.0,3.0,9.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0
quark.csv,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
tango-cs.csv,7.0,6.0,8.0,0.0,3.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0
xcsoar.csv,0.0,2.0,4.0,5.0,3.0,0.0,1.0,4.0,0.0,17.0,0.0,0.0
