,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.68,0.45,0.68,0.35,0.52,0.26,0.38,0.47,0.72,0.84,0.56,0.24
gamestone.csv,0.2,0.87,0.24,0.42,0.4,0.0,0.34,0.2,0.37,0.1,0.12,0.52
gbif-providertoolkit.csv,0.58,0.0,0.42,0.46,0.83,0.07,0.65,0.45,0.19,0.55,0.43,0.26
heekscad.csv,0.77,0.73,0.64,0.6,0.68,0.48,0.61,0.54,0.53,0.73,0.6,0.6
igarden.csv,0.53,0.43,0.61,0.64,0.55,0.55,0.26,0.38,0.57,0.75,0.54,0.58
levent.csv,0.57,0.14,0.09,0.07,0.6,0.69,0.56,0.07,0.0,0.0,0.23,0.0
libmesh.csv,0.39,0.0,0.17,0.22,0.4,0.0,0.74,0.51,0.19,0.0,0.0,0.16
openmsx.csv,0.66,0.61,0.33,0.63,0.47,0.33,0.48,0.6,0.56,0.0,0.25,0.21
pnotepad.csv,0.62,0.71,0.62,0.17,0.41,0.59,0.59,0.47,0.64,0.0,0.84,0.48
quark.csv,0.47,0.29,0.41,0.12,0.33,0.1,0.1,0.17,0.02,0.83,0.34,0.36
tango-cs.csv,0.69,0.64,0.56,0.62,0.57,0.05,0.22,0.54,0.65,0.33,0.55,0.49
xcsoar.csv,0.68,0.29,0.71,0.57,0.71,0.35,0.3,0.41,0.51,0.0,0.2,0.51
