,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.7,0.14,0.52,0.31,0.23,0.92,0.3,0.49,0.86,0.38,0.83,0.39
gamestone.csv,0.93,0.41,0.55,0.32,0.18,0.0,0.26,0.34,0.73,0.08,0.71,0.37
gbif-providertoolkit.csv,0.64,0.0,0.57,0.38,0.4,0.75,0.67,0.41,0.62,0.24,0.8,0.53
heekscad.csv,0.83,0.26,0.64,0.37,0.22,0.73,0.41,0.42,0.83,0.28,0.85,0.43
igarden.csv,0.88,0.3,0.62,0.42,0.19,0.86,0.21,0.46,0.83,0.29,0.92,0.42
levent.csv,0.72,0.09,0.8,0.5,0.2,0.8,0.48,0.5,0.0,0.0,0.9,0.0
libmesh.csv,0.53,0.0,0.26,0.17,0.23,0.0,0.56,0.38,0.62,0.0,0.71,0.4
openmsx.csv,0.69,0.16,0.38,0.35,0.22,0.82,0.31,0.56,0.76,0.0,0.65,0.35
pnotepad.csv,0.88,0.18,0.49,0.31,0.17,0.71,0.38,0.35,0.79,0.2,1.0,0.43
quark.csv,0.86,0.5,0.8,0.43,0.33,1.0,0.18,0.6,1.0,0.46,0.93,0.34
tango-cs.csv,0.72,0.28,0.45,0.34,0.2,0.67,0.24,0.4,0.81,0.18,0.84,0.44
xcsoar.csv,0.86,0.33,0.7,0.32,0.32,0.75,0.26,0.43,0.83,0.2,1.0,0.45
