,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.02,0.15,0.13,0.07,0.07,0.29,0.17,0.12,0.08,0.12,0.3,0.14,0.12,0.4,0.2
e-bio-flow.csv,0.12,0.11,0.27,0.21,0.24,0.12,0.0,0.02,0.08,0.41,0.36,0.19,0.07,0.17,0.35
haggle.csv,0.55,0.32,0.29,0.33,0.22,0.07,0.44,0.27,0.22,0.35,0.57,0.19,0.29,0.57,0.34
hannosset.csv,0.0,0.11,0.13,0.09,0.07,0.07,0.1,0.01,0.1,0.0,0.0,0.07,0.24,0.0,0.05
jas.csv,0.22,0.06,0.05,0.08,0.24,0.34,0.04,0.16,0.02,0.37,0.19,0.26,0.0,0.33,0.12
jbpm.csv,0.45,0.6,0.52,0.0,0.6,0.59,0.44,0.94,0.4,0.57,0.49,0.48,0.61,0.9,0.42
jgossipforum.csv,0.0,0.0,0.04,0.08,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.2,0.0
joustsim.csv,0.43,0.12,0.07,0.11,0.45,0.34,0.13,0.23,0.0,0.41,0.45,0.4,0.55,0.3,0.11
log4net.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.02,0.05,0.1,0.08,0.08,0.02,0.04,0.05,0.03,0.0,0.04,0.02,0.05,0.1,0.07
ngl.csv,0.61,0.52,0.56,0.54,0.65,0.46,0.67,0.37,0.53,0.55,0.49,0.01,0.39,0.87,0.57
nunit.csv,0.02,0.42,0.29,0.07,0.08,0.1,0.17,0.11,0.17,0.1,0.01,0.05,0.04,0.13,0.0
piccolo2d.csv,0.0,0.0,0.0,0.07,0.01,0.0,0.12,0.06,0.02,0.0,0.07,0.06,0.08,0.07,0.02
sblim.csv,0.0,0.02,0.02,0.03,0.08,0.0,0.02,0.03,0.0,0.04,0.0,0.05,0.02,0.07,0.03
wsmt.csv,0.24,0.4,0.32,0.41,0.29,0.24,0.1,0.1,0.47,0.16,0.26,0.22,0.35,0.03,0.53
