,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.96,0.63,0.1,0.31,0.0,0.4,0.09,0.24,0.11,0.43,0.0,0.36,0.15,0.26,0.32
e-bio-flow.csv,0.26,0.21,0.64,0.1,0.0,0.32,0.98,0.0,0.11,0.52,0.37,0.18,0.43,0.11,0.32
haggle.csv,0.72,0.57,0.27,0.63,0.69,0.99,0.49,0.78,0.58,0.73,0.48,0.45,0.42,0.49,0.59
hannosset.csv,0.0,0.06,0.1,0.02,0.0,0.01,0.04,0.0,0.0,0.0,1.0,0.01,0.42,0.04,0.0
jas.csv,0.52,0.41,0.18,0.07,0.0,0.3,0.16,0.45,0.0,0.14,0.0,0.3,1.0,0.61,0.18
jbpm.csv,0.61,0.7,0.33,0.95,0.34,0.49,0.57,0.21,0.21,0.39,0.36,0.52,0.7,0.34,0.31
jgossipforum.csv,0.0,0.0,0.1,0.34,0.37,0.01,0.2,0.65,0.11,0.0,0.0,0.05,0.0,0.24,0.02
joustsim.csv,0.56,0.17,0.1,0.31,0.0,0.53,0.24,0.79,1.0,0.71,0.0,0.65,0.49,0.33,0.35
log4net.csv,0.0,0.0,0.1,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.17,0.0,0.07,0.0,0.1,0.2,0.0,0.11,0.9,0.0,0.12,0.0,0.13,0.06
ngl.csv,0.71,0.72,0.67,0.67,0.57,0.56,0.64,0.89,0.66,0.8,0.63,0.99,0.62,0.26,0.62
nunit.csv,0.18,0.63,0.49,0.4,0.0,0.13,0.42,0.24,0.41,0.15,0.2,0.12,0.29,0.13,0.98
piccolo2d.csv,0.0,0.0,0.93,0.23,0.0,0.01,0.0,0.0,0.22,0.0,0.0,0.09,0.15,0.0,0.06
sblim.csv,0.0,0.92,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.04,0.0,0.07,0.12
wsmt.csv,0.48,0.47,0.18,0.24,0.0,0.53,0.31,0.24,0.21,0.43,0.0,0.39,0.52,0.97,0.53
