,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.0,0.0,10.0,1.0,133.0,0.0,4.0,20.0,5.0,5.0,74.0,0.0,0.0,0.0,0.0
e-bio-flow.csv,0.0,9.0,9.0,19.0,133.0,1.0,0.0,224.0,5.0,13.0,3.0,2.0,4.0,1.0,1.0
haggle.csv,4.0,0.0,14.0,13.0,4.0,0.0,0.0,25.0,8.0,9.0,6.0,0.0,7.0,0.0,3.0
hannosset.csv,77.0,8.0,9.0,23.0,133.0,1.0,4.0,224.0,70.0,56.0,0.0,10.0,0.0,0.0,191.0
jas.csv,2.0,1.0,2.0,2.0,133.0,2.0,2.0,32.0,70.0,18.0,74.0,0.0,0.0,1.0,8.0
jbpm.csv,6.0,0.0,21.0,0.0,42.0,0.0,1.0,151.0,13.0,28.0,13.0,0.0,38.0,1.0,0.0
jgossipforum.csv,77.0,105.0,2.0,1.0,20.0,0.0,0.0,1.0,0.0,56.0,74.0,0.0,124.0,2.0,0.0
joustsim.csv,3.0,4.0,2.0,1.0,133.0,0.0,0.0,29.0,0.0,12.0,74.0,0.0,10.0,1.0,0.0
log4net.csv,77.0,105.0,0.0,0.0,0.0,114.0,81.0,224.0,70.0,56.0,74.0,367.0,124.0,64.0,191.0
madman.csv,77.0,2.0,94.0,13.0,133.0,1.0,0.0,224.0,2.0,0.0,74.0,2.0,124.0,0.0,0.0
ngl.csv,2.0,0.0,22.0,34.0,41.0,0.0,1.0,23.0,15.0,10.0,8.0,0.0,10.0,2.0,0.0
nunit.csv,1.0,0.0,14.0,3.0,133.0,0.0,0.0,8.0,8.0,5.0,1.0,0.0,0.0,2.0,0.0
piccolo2d.csv,77.0,105.0,0.0,4.0,133.0,0.0,81.0,224.0,0.0,56.0,74.0,0.0,9.0,64.0,2.0
sblim.csv,77.0,0.0,0.0,4.0,133.0,114.0,81.0,224.0,70.0,1.0,74.0,0.0,124.0,0.0,2.0
wsmt.csv,4.0,0.0,15.0,1.0,133.0,0.0,0.0,22.0,27.0,3.0,74.0,0.0,4.0,0.0,0.0
