,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.96,0.54,0.08,0.3,0.0,0.48,0.1,0.06,0.12,0.35,0.0,0.44,0.09,0.29,0.27
e-bio-flow.csv,0.31,0.23,0.37,0.06,0.0,0.42,0.98,0.0,0.12,0.25,0.12,0.22,0.32,0.14,0.21
haggle.csv,0.59,0.39,0.15,0.3,0.12,0.98,0.42,0.12,0.4,0.39,0.12,0.53,0.13,0.51,0.4
hannosset.csv,0.0,0.06,0.08,0.02,0.0,0.03,0.06,0.0,0.0,0.0,1.0,0.02,0.15,0.06,0.0
jas.csv,0.51,0.46,0.21,0.07,0.0,0.36,0.22,0.09,0.0,0.07,0.0,0.35,1.0,0.64,0.19
jbpm.csv,0.51,0.42,0.13,0.97,0.02,0.56,0.49,0.03,0.11,0.15,0.1,0.54,0.16,0.67,0.19
jgossipforum.csv,0.0,0.0,0.12,0.31,0.06,0.03,0.24,0.67,0.17,0.0,0.0,0.08,0.0,0.29,0.05
joustsim.csv,0.47,0.17,0.1,0.26,0.0,0.6,0.28,0.13,1.0,0.35,0.0,0.66,0.11,0.37,0.35
log4net.csv,0.0,0.0,0.14,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.21,0.0,0.07,0.0,0.15,0.27,0.0,0.14,0.93,0.0,0.18,0.0,0.19,0.08
ngl.csv,0.59,0.43,0.29,0.26,0.04,0.62,0.56,0.11,0.31,0.37,0.18,0.99,0.17,0.33,0.36
nunit.csv,0.25,0.39,0.28,0.37,0.0,0.19,0.44,0.07,0.32,0.14,0.25,0.18,0.27,0.19,0.99
piccolo2d.csv,0.0,0.0,0.96,0.23,0.0,0.03,0.0,0.0,0.29,0.0,0.0,0.12,0.11,0.0,0.09
sblim.csv,0.0,0.91,0.42,0.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.05,0.0,0.1,0.17
wsmt.csv,0.47,0.3,0.1,0.1,0.0,0.6,0.37,0.07,0.1,0.32,0.0,0.46,0.15,0.97,0.31
