,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.56,0.69,0.92,0.98,0.89,0.74,0.91,0.96,0.83,0.89,0.62,0.8,0.93,0.5,0.98
e-bio-flow.csv,0.92,0.92,0.6,0.84,0.71,0.58,0.62,0.75,0.83,0.67,0.52,0.84,0.91,0.88,0.69
haggle.csv,0.37,0.56,0.56,0.52,0.61,0.55,0.43,0.6,0.47,0.52,0.38,0.58,0.49,0.4,0.48
hannosset.csv,0.0,0.9,0.92,0.97,0.89,0.75,0.83,0.67,0.83,0.0,0.83,0.93,0.84,0.0,0.86
jas.csv,0.71,0.92,0.83,0.97,0.75,0.94,0.83,0.97,0.0,0.79,0.92,0.94,0.88,0.65,0.96
jbpm.csv,0.57,0.59,0.6,0.98,0.66,0.71,0.62,0.44,0.77,0.68,0.67,0.72,0.49,0.36,0.73
jgossipforum.csv,0.0,0.0,0.75,0.98,0.96,0.0,0.91,0.75,0.0,0.0,0.0,0.88,0.0,0.77,0.0
joustsim.csv,0.43,0.92,0.86,0.98,0.78,0.52,0.85,0.75,0.82,0.46,0.42,0.52,0.69,0.53,0.97
log4net.csv,0.0,0.0,0.0,0.83,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.86,0.88,0.97,0.91,0.86,0.86,0.9,0.67,0.86,0.67,0.96,0.83,0.86,0.92
ngl.csv,0.4,0.47,0.43,0.45,0.52,0.56,0.37,0.45,0.4,0.46,0.45,0.57,0.45,0.34,0.45
nunit.csv,0.8,0.63,0.63,0.98,0.91,0.92,0.6,0.96,0.93,0.83,0.5,0.97,0.86,0.88,0.9
piccolo2d.csv,0.0,0.0,0.92,0.97,0.0,0.0,0.83,0.92,0.67,0.0,0.8,0.96,0.9,0.5,0.8
sblim.csv,0.0,0.82,0.83,0.93,0.91,0.0,0.0,0.86,0.0,0.67,0.0,0.92,0.5,0.75,0.88
wsmt.csv,0.62,0.77,0.86,0.79,0.92,0.63,0.92,0.96,0.87,0.73,0.67,0.64,0.84,0.57,0.6
