,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.01,1.0,0.54,0.88,0.83,0.93,0.58,0.84,0.85,0.86,0.82,0.76,0.55,0.94,0.52,0.9
calcubetimer.csv,0.95,1.0,0.96,0.96,0.86,0.98,0.55,0.96,1.0,0.0,1.0,0.63,1.0,0.98,0.99,0.79
chaosrts.csv,0.91,1.0,0.96,1.0,0.68,0.84,0.48,0.98,1.0,0.6,0.56,0.85,1.0,0.95,0.6,0.01
dxengine.csv,0.74,0.96,0.83,0.04,0.82,0.78,0.98,0.88,0.89,0.86,0.84,1.0,0.88,0.51,0.88,0.86
freedom-erp.csv,0.99,1.0,1.0,1.0,0.82,1.0,1.0,0.98,1.0,0.8,0.01,0.91,0.88,1.0,1.0,0.93
joustsim.csv,0.65,0.87,0.82,0.64,0.97,0.82,0.7,0.85,0.81,0.8,0.74,0.0,0.54,0.85,0.69,0.79
jsidplay2.csv,0.78,0.86,0.95,0.68,0.05,0.78,0.66,0.95,0.7,0.51,0.83,0.6,0.95,0.7,0.81,0.85
madman.csv,0.97,0.98,0.94,0.93,1.0,0.86,0.98,0.93,0.96,0.88,0.95,1.0,0.0,1.0,0.86,0.98
mclient-mume.csv,0.58,0.81,0.03,0.59,0.89,0.65,0.51,0.88,0.71,0.82,0.63,0.91,0.47,0.9,0.81,0.83
primefaces.csv,0.71,1.07,0.89,0.94,0.8,0.95,0.48,0.5,0.96,0.84,1.01,0.88,0.66,0.78,0.11,0.63
reaper3d.csv,0.98,0.98,1.0,0.96,0.97,0.48,0.92,0.98,0.99,0.98,1.0,0.77,1.0,0.12,0.65,1.0
sblim.csv,0.99,0.98,1.0,1.0,0.95,0.0,1.06,0.88,1.0,0.93,0.45,1.0,1.0,1.0,0.91,0.86
sevenupdate.csv,0.82,0.0,1.0,0.84,0.87,0.67,0.94,0.91,0.9,0.79,0.59,0.97,0.92,1.0,0.82,0.95
springside.csv,0.54,0.73,0.68,0.62,0.76,0.55,0.01,0.78,0.73,0.62,0.58,0.71,0.32,0.96,0.88,0.54
swtfox.csv,0.77,0.66,0.58,0.5,0.89,0.52,0.87,0.03,0.65,0.71,1.02,0.92,0.63,0.85,0.5,0.65
tmva.csv,0.82,0.66,0.64,0.67,0.69,0.67,0.61,0.75,0.06,0.64,0.69,0.8,0.51,0.59,0.68,0.48
