,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.36,0.36,0.47,0.49,0.46,0.51,0.45,0.36,0.38,0.76,0.47,0.5,0.49,0.41,0.38,0.39,0.61,0.38
decidr.csv,0.74,0.5,0.41,0.43,0.69,0.52,0.47,0.37,0.41,0.56,0.64,0.5,0.41,0.39,0.61,0.36,0.5,0.47
doomlegacy.csv,0.42,0.42,0.46,0.53,0.5,0.58,0.61,0.36,0.53,0.5,0.59,0.54,0.57,0.38,0.4,0.42,0.67,0.44
elmo.csv,0.86,0.8,0.0,0.5,0.91,0.67,0.97,0.0,0.0,0.0,0.0,0.83,0.5,0.0,0.0,0.0,0.0,0.5
gpac.csv,0.6,0.67,0.52,0.78,0.65,0.68,0.72,0.47,0.7,0.65,0.75,0.71,0.72,0.53,0.49,0.57,0.61,0.46
illumination.csv,0.73,0.61,0.63,0.73,0.78,0.87,0.99,0.45,0.78,0.67,0.88,0.63,0.83,0.44,0.53,0.93,0.8,0.78
img-browse-sort.csv,0.88,0.38,0.53,0.46,0.97,0.55,0.5,0.61,0.65,0.64,0.43,0.66,0.54,0.77,0.92,0.71,0.86,0.73
ktc.csv,0.49,0.71,0.54,0.76,0.6,0.64,0.69,0.56,0.98,0.75,0.62,0.61,0.49,0.41,0.54,0.65,0.9,0.53
neoengine.csv,0.47,0.54,0.6,0.46,0.58,0.48,0.58,0.33,0.47,0.4,0.49,0.59,0.6,0.55,0.46,0.48,0.48,0.55
nicepress.csv,0.71,0.96,0.48,0.75,0.65,0.58,0.7,0.61,0.68,0.86,0.7,0.73,0.52,0.8,0.71,0.85,0.69,0.54
omseek.csv,0.84,0.8,0.9,0.9,0.98,0.88,0.94,0.89,0.95,0.71,0.95,0.97,0.86,0.83,0.88,0.92,0.75,0.91
pi-qmc.csv,0.46,0.55,0.52,0.55,0.6,0.52,0.53,0.36,0.55,0.8,0.58,0.59,0.54,0.5,0.51,0.61,0.62,0.58
rosegarden.csv,0.67,0.82,0.56,0.66,0.66,0.55,0.78,0.68,0.62,0.57,0.7,0.65,0.49,0.82,0.53,0.72,0.67,0.54
sigil.csv,0.47,0.44,0.5,0.52,0.61,0.45,0.47,0.45,0.57,0.43,0.46,0.54,0.48,0.4,0.76,0.51,0.69,0.55
smarttag.csv,0.57,0.54,0.75,0.55,0.63,0.94,0.54,0.34,0.45,0.79,0.82,0.68,0.94,0.58,0.46,0.8,0.92,0.54
sylpheed-claws.csv,0.53,0.48,0.51,0.5,0.67,0.55,0.47,0.43,0.5,0.52,0.52,0.56,0.71,0.71,0.49,0.51,0.57,0.62
xemeiah.csv,0.44,0.5,0.45,0.83,0.5,0.55,0.62,0.39,0.5,0.67,0.59,0.65,0.46,0.45,0.37,0.63,0.56,0.56
zscreen.csv,0.45,0.68,0.54,0.47,0.53,0.57,0.44,0.4,0.52,0.42,0.48,0.58,0.48,0.36,0.62,0.51,0.61,0.41
