,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,19.0,14.0,2.0,0.0,4.0,5.0,0.0,4.0,2.0,8.0,8.0,77.0,2.0,7.0,1.0,7.0,1.0,0.0
decidr.csv,3.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,0.0,0.0,5.0,3.0,0.0
doomlegacy.csv,12.0,21.0,2.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,49.0,3.0,7.0,0.0,5.0,5.0,0.0
elmo.csv,2.0,0.0,297.0,0.0,8.0,2.0,0.0,102.0,232.0,52.0,144.0,300.0,1.0,50.0,0.0,81.0,77.0,0.0
gpac.csv,3.0,12.0,1.0,1.0,4.0,8.0,4.0,0.0,0.0,9.0,1.0,15.0,2.0,2.0,2.0,4.0,0.0,0.0
illumination.csv,6.0,10.0,6.0,0.0,8.0,4.0,0.0,8.0,0.0,52.0,1.0,18.0,0.0,4.0,1.0,0.0,0.0,0.0
img-browse-sort.csv,3.0,14.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,0.0,6.0,1.0,0.0
ktc.csv,0.0,6.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,3.0,1.0,3.0,0.0
neoengine.csv,19.0,8.0,0.0,0.0,8.0,11.0,0.0,0.0,1.0,1.0,3.0,45.0,6.0,2.0,0.0,6.0,6.0,0.0
nicepress.csv,5.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,0.0,5.0,1.0,0.0,0.0,10.0,4.0,0.0
omseek.csv,3.0,71.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,50.0,1.0,2.0,1.0,0.0
pi-qmc.csv,5.0,8.0,2.0,0.0,0.0,1.0,3.0,0.0,5.0,2.0,1.0,11.0,0.0,3.0,1.0,19.0,0.0,0.0
rosegarden.csv,8.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,7.0,1.0,13.0,3.0,3.0,1.0,6.0,5.0,0.0
sigil.csv,18.0,10.0,1.0,0.0,9.0,5.0,0.0,0.0,1.0,8.0,3.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0
smarttag.csv,4.0,8.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,32.0,2.0,2.0,1.0,2.0,5.0,0.0
sylpheed-claws.csv,5.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,5.0,11.0,0.0,1.0,0.0,7.0,0.0,0.0
xemeiah.csv,3.0,3.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,5.0,0.0,7.0,1.0,8.0,1.0,4.0,3.0,1.0
zscreen.csv,10.0,5.0,1.0,0.0,5.0,4.0,1.0,0.0,3.0,11.0,1.0,40.0,4.0,0.0,1.0,3.0,10.0,2.0
