,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.85,0.69,0.69,0.61,0.75,0.51,0.73,0.72,0.56,0.71,0.69,0.79,0.55,0.62,0.76,0.75,0.45,0.07
decidr.csv,0.75,0.44,0.53,0.61,0.67,0.56,0.03,0.8,0.65,0.72,0.68,0.47,0.47,0.65,0.73,0.7,0.44,0.67
doomlegacy.csv,0.61,0.74,0.6,0.53,0.64,0.79,0.59,0.76,0.64,0.67,0.66,0.7,0.67,0.78,0.04,0.72,0.58,0.55
elmo.csv,0.98,0.0,1.0,0.96,0.99,0.97,0.93,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.99,1.0,1.0,0.99
gpac.csv,0.64,0.63,0.58,0.81,0.65,0.66,0.8,0.04,0.68,0.79,0.59,0.66,0.71,0.53,0.69,0.69,0.35,0.63
illumination.csv,0.63,0.55,0.68,0.9,0.72,0.75,0.89,0.73,0.79,1.0,0.75,0.69,0.81,0.66,0.65,0.12,0.64,0.88
img-browse-sort.csv,0.75,0.68,0.51,0.53,0.77,0.63,0.6,0.73,0.76,0.74,0.5,0.5,0.56,0.0,0.85,0.7,0.77,0.71
ktc.csv,0.03,0.82,0.57,0.68,0.44,0.63,0.66,0.76,0.79,0.67,0.6,0.62,0.52,0.39,0.7,0.58,0.83,0.63
neoengine.csv,0.57,0.84,0.06,0.65,0.66,0.81,0.62,0.89,0.7,0.59,0.76,0.64,0.69,0.65,0.65,0.72,0.76,0.67
nicepress.csv,0.6,0.89,0.51,0.91,0.51,0.0,0.75,0.64,0.73,0.87,0.69,0.66,0.66,0.93,0.79,0.74,0.65,0.66
omseek.csv,0.73,1.0,0.93,0.83,0.86,0.88,0.81,0.78,0.9,0.56,0.86,0.09,0.91,1.01,0.94,0.84,0.86,0.88
pi-qmc.csv,0.52,0.9,0.57,0.73,0.44,0.57,0.61,0.77,0.65,0.81,0.57,0.52,0.6,0.6,0.6,0.83,0.05,0.64
rosegarden.csv,0.57,0.81,0.52,0.69,0.03,0.47,0.7,0.63,0.66,0.76,0.62,0.57,0.42,0.72,0.66,0.73,0.52,0.62
sigil.csv,0.52,0.63,0.46,0.49,0.59,0.48,0.54,0.71,0.63,0.7,0.64,0.48,0.0,0.52,0.8,0.82,0.64,0.68
smarttag.csv,0.7,0.93,0.73,0.76,0.7,0.85,0.63,0.96,0.97,0.0,0.82,0.8,0.79,0.64,0.83,0.77,0.83,0.64
sylpheed-claws.csv,0.48,0.69,0.58,0.63,0.67,0.56,0.65,0.59,0.02,0.62,0.62,0.57,0.76,0.93,0.75,0.84,0.3,0.64
xemeiah.csv,0.38,0.63,0.52,0.79,0.43,0.52,0.63,0.64,0.6,0.84,0.03,0.58,0.63,0.81,0.65,0.74,0.51,0.67
zscreen.csv,0.53,0.69,0.5,0.06,0.55,0.62,0.62,0.68,0.76,0.82,0.58,0.64,0.38,0.64,0.68,0.75,0.64,0.49
