,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0
botsnscouts.csv,0.43,0.24,0.56,0.46,0.58,0.44,0.85,0.58,0.97,0.29,0.65,0.31,0.38,0.8,0.58,0.65,0.3,0.56,0.54
bscwweasel.csv,0.19,0.06,0.04,0.07,0.13,0.79,0.12,0.38,0.05,0.05,0.1,0.0,0.0,0.24,0.15,0.25,0.12,0.02,0.02
bzbyte.csv,0.44,0.37,0.56,0.35,0.55,0.62,0.38,0.59,0.5,0.41,0.43,0.54,0.49,0.57,0.98,0.45,0.58,0.65,0.74
capcode.csv,0.09,0.0,0.29,0.18,0.28,0.18,0.0,1.0,0.13,0.05,0.06,0.21,0.0,0.0,0.11,0.25,0.16,0.31,0.04
emite.csv,0.59,0.34,0.51,0.43,0.49,0.53,0.72,0.44,0.56,0.59,0.58,0.57,0.32,0.62,0.56,0.57,0.92,0.6,0.64
fbmanager.csv,0.43,0.43,0.45,0.98,0.26,0.12,0.46,0.45,0.3,0.52,0.58,0.49,0.51,0.59,0.56,0.56,0.22,0.0,0.55
lcfizvtop.csv,0.25,0.46,0.53,0.36,0.58,0.47,0.27,0.49,0.5,0.42,0.45,0.92,0.38,0.23,0.56,0.36,0.43,0.45,0.57
mediaportal.csv,0.05,0.11,0.51,0.0,0.48,0.31,0.37,0.42,0.26,0.57,0.27,0.0,0.0,0.41,0.34,0.93,0.34,0.0,0.16
nodal.csv,0.39,0.01,0.48,0.33,0.61,0.34,0.43,0.52,0.23,0.97,0.39,0.21,0.0,0.44,0.38,0.45,0.07,0.34,0.1
paintown.csv,1.0,0.43,0.34,0.53,0.45,0.61,0.84,0.6,0.42,0.59,0.56,0.49,0.37,0.74,0.47,0.6,0.55,0.41,0.54
powerfolder.csv,0.09,0.01,0.0,0.0,0.0,0.06,0.28,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.05,0.01,0.0,0.06,0.0
retromenu.csv,0.04,0.04,0.19,0.07,0.26,0.18,1.0,0.2,0.13,0.16,0.36,0.0,0.38,0.45,0.21,0.32,0.0,0.17,0.05
smbopensoft.csv,0.35,0.99,0.48,0.14,0.5,0.54,0.59,0.37,0.5,0.16,0.61,0.31,0.82,0.78,0.29,0.62,0.22,0.51,0.26
sqlpower-library.csv,0.53,0.7,0.73,0.49,0.96,0.52,0.83,0.67,0.53,0.54,0.37,0.11,0.32,0.77,0.41,0.61,0.33,0.0,0.47
st-filteredstatistics.csv,0.56,0.62,0.54,0.7,0.45,0.66,0.71,0.61,0.48,0.51,0.98,0.48,0.67,0.67,0.46,0.63,0.64,0.38,0.75
triplea.csv,0.41,0.28,0.98,0.36,0.52,0.65,0.65,0.67,0.5,0.5,0.51,0.11,0.0,0.79,0.5,0.63,0.32,0.41,0.71
uface.csv,0.27,0.0,0.4,0.24,0.53,0.82,0.41,0.56,0.37,0.45,0.46,0.38,0.0,0.4,0.55,0.41,0.71,0.0,0.99
