,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
botsnscouts.csv,0.81,0.67,0.63,0.88,0.81,0.21,0.5,0.19,1.0,0.17,0.89,0.23,0.1,0.14,0.89,0.26,0.4,1.0,0.93
bscwweasel.csv,0.58,1.0,1.0,0.18,1.0,1.0,0.4,0.27,0.5,1.0,1.0,0.0,0.0,0.33,1.0,0.27,0.75,1.0,1.0
bzbyte.csv,0.48,0.49,0.61,0.53,0.74,0.14,0.33,0.16,0.49,0.28,0.74,0.19,0.05,0.04,1.0,0.2,0.49,1.0,0.76
capcode.csv,0.28,0.0,0.62,0.33,0.92,0.21,0.0,1.0,0.5,0.33,1.0,0.22,0.0,0.0,0.71,0.25,0.44,1.0,1.0
emite.csv,0.63,0.47,0.58,0.48,0.78,0.19,0.42,0.13,0.56,0.32,0.77,0.19,0.02,0.09,0.86,0.2,1.0,1.0,0.92
fbmanager.csv,0.7,0.46,0.72,1.0,0.83,0.05,0.38,0.16,0.58,0.46,0.79,0.31,0.04,0.05,0.79,0.29,0.46,0.96,0.72
lcfizvtop.csv,0.45,0.71,0.63,0.55,0.77,0.13,0.22,0.13,0.54,0.26,0.69,0.91,0.09,0.03,0.76,0.21,0.35,1.0,0.74
mediaportal.csv,0.6,0.56,0.64,0.0,0.7,0.11,0.26,0.11,0.46,0.32,0.75,0.0,0.0,0.03,0.72,0.99,0.42,0.95,0.59
nodal.csv,0.66,1.0,0.74,0.53,0.93,0.21,0.53,0.19,0.71,1.0,0.74,0.09,0.0,0.06,0.86,0.33,0.4,1.0,0.75
paintown.csv,1.0,0.69,0.56,0.63,0.83,0.15,0.56,0.16,0.67,0.3,0.84,0.31,0.06,0.06,0.72,0.24,0.57,1.0,0.76
powerfolder.csv,1.0,1.0,0.0,0.0,0.0,1.0,0.83,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,0.0
retromenu.csv,1.0,0.75,1.0,1.0,1.0,0.5,1.0,0.14,1.0,0.75,1.0,0.0,0.5,0.33,0.83,0.37,0.0,1.0,0.8
smbopensoft.csv,0.52,0.97,0.78,0.5,0.84,0.22,0.34,0.17,0.57,0.16,0.79,0.38,0.09,0.11,0.78,0.23,0.5,1.0,0.73
sqlpower-library.csv,0.56,0.59,0.72,0.49,0.98,0.16,0.58,0.19,0.54,0.26,0.68,0.05,0.02,0.09,0.78,0.21,0.45,0.98,0.62
st-filteredstatistics.csv,0.67,0.57,0.65,0.69,0.68,0.18,0.4,0.17,0.67,0.24,0.98,0.25,0.09,0.05,0.86,0.22,0.57,1.0,0.77
triplea.csv,0.49,0.55,1.0,0.61,0.71,0.17,0.42,0.19,0.54,0.26,0.9,0.07,0.0,0.11,0.84,0.24,0.36,1.0,0.79
uface.csv,0.48,0.49,0.57,0.52,0.72,0.23,0.32,0.15,0.5,0.26,0.77,0.18,0.05,0.03,0.76,0.16,0.53,0.98,0.99
