,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,97.5,320.0,97.5,322.0,97.5
chaperon.csv,296.0,278.0,97.5,96.5,86.5
mule.csv,296.0,86.5,97.5,96.5,94.5
springside.csv,98.5,190.0,98.5,96.5,94.5
swtfox.csv,193.5,195.5,98.5,313.0,119.0
