,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.22,0.04,0.82,0.19,0.0
chaperon.csv,0.27,0.23,0.42,0.08,0.75
mule.csv,0.41,0.1,0.4,0.25,0.0
springside.csv,0.38,0.28,0.55,0.38,0.0
swtfox.csv,0.15,0.56,0.25,0.17,0.75
