,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.22,0.23,0.58,0.53,0.63,0.32,0.77
encog-java.csv,0.38,0.12,0.0,0.42,0.33,0.19,0.01
h2database.csv,0.37,0.41,0.19,0.64,0.3,0.14,0.21
haphazard.csv,0.2,0.1,0.55,0.46,0.25,0.39,0.38
jaql.csv,0.29,0.31,0.42,0.65,0.55,0.24,0.43
raven-monitoring.csv,0.17,0.16,0.65,0.42,0.08,0.38,0.33
v8.csv,0.06,0.25,0.51,0.42,0.53,0.23,0.91
