,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.59,0.42,0.0,0.0,0.0,0.6,0.29,0.02,0.17,0.4,0.0,0.73,0.0,0.56,0.14
e-bio-flow.csv,0.27,0.15,0.18,0.1,0.04,0.88,0.63,0.0,0.43,0.15,0.08,0.64,0.0,0.33,0.23
haggle.csv,0.44,0.49,0.17,0.18,0.03,0.71,0.42,0.03,0.28,0.21,0.04,0.62,0.11,0.44,0.21
hannosset.csv,0.22,0.1,0.1,0.02,0.05,0.7,0.32,0.0,0.06,0.31,0.24,0.46,0.02,0.8,0.11
jas.csv,0.44,0.33,0.0,0.19,0.01,0.74,0.37,0.04,0.67,0.21,0.03,0.63,0.32,0.62,0.26
jbpm.csv,0.5,0.29,0.0,0.46,0.0,1.0,0.46,0.0,0.1,0.0,0.0,1.0,0.12,0.5,0.6
jgossipforum.csv,0.45,0.34,0.29,0.09,0.0,0.77,0.4,0.25,0.67,0.32,0.0,0.7,0.0,0.37,0.36
joustsim.csv,0.39,0.2,0.1,0.22,0.02,0.68,0.37,0.06,0.67,0.19,0.09,0.63,0.11,0.52,0.23
log4net.csv,0.5,0.31,0.27,0.15,0.16,0.56,0.37,0.0,0.32,0.24,0.08,0.43,0.0,0.24,0.23
madman.csv,0.39,0.24,0.08,0.04,0.04,0.79,0.43,0.01,0.16,0.4,0.11,0.72,0.04,0.6,0.1
ngl.csv,0.38,0.29,0.18,0.16,0.03,0.66,0.43,0.04,0.28,0.2,0.09,0.71,0.08,0.56,0.25
nunit.csv,0.33,0.2,0.2,0.15,0.03,0.66,0.36,0.05,0.18,0.17,0.06,0.51,0.04,0.38,0.39
piccolo2d.csv,0.6,0.31,0.31,0.15,0.13,0.89,0.65,0.0,0.31,0.45,0.17,0.8,0.0,0.33,0.58
sblim.csv,0.67,0.51,0.3,0.52,0.0,0.75,0.58,0.0,0.33,0.16,0.09,0.54,0.0,0.49,0.35
wsmt.csv,0.56,0.29,0.05,0.16,0.05,0.64,0.38,0.0,0.11,0.0,0.2,0.7,0.06,0.9,0.19
