,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.51,0.65,0.82,0.92,0.81,0.78,0.39,0.62,0.35,0.59,0.46,0.75,0.3,0.49,0.67,0.71
amygdala.csv,0.54,0.96,0.76,0.56,0.81,0.76,0.54,0.79,0.89,0.88,0.69,0.43,0.81,0.51,0.71,0.93
awemud.csv,0.52,0.4,0.68,0.78,0.51,0.61,0.43,0.68,0.22,1.0,0.81,0.69,0.44,0.68,0.63,0.54
bullet.csv,0.7,0.81,0.9,0.4,0.74,0.37,0.67,0.82,0.83,1.05,0.92,0.77,0.74,0.99,0.73,0.73
customwars.csv,0.48,0.54,0.88,0.51,0.6,0.62,0.54,0.83,0.36,1.0,0.67,0.71,0.35,0.57,0.9,0.65
dvd-create.csv,0.73,0.7,0.68,1.04,0.26,0.45,0.87,0.69,0.6,0.92,0.91,0.49,0.89,0.74,0.72,0.66
gbif-indexingtoolkit.csv,0.82,0.76,0.69,0.99,0.89,0.98,0.81,0.52,1.1,1.0,0.66,0.77,0.7,0.77,0.7,0.94
go.csv,0.71,0.33,0.45,1.03,0.6,0.66,0.55,0.84,0.5,1.0,0.87,0.52,0.43,0.56,0.71,0.64
gss.csv,0.65,0.62,0.62,0.27,0.4,0.74,0.48,0.79,0.41,1.0,0.91,0.66,0.57,0.73,0.89,0.36
kwave.csv,0.66,1.0,0.51,1.0,1.0,0.62,0.76,0.79,0.66,0.76,0.89,0.77,0.86,0.8,0.89,0.55
lsb.csv,0.51,0.83,0.91,0.26,0.84,0.53,0.6,0.61,0.31,1.0,0.88,0.85,0.46,0.62,0.86,0.86
mpgravity.csv,0.83,0.45,0.82,0.9,0.85,0.84,0.96,0.94,1.0,0.29,1.0,0.94,1.0,0.8,0.93,1.0
qcad2.csv,0.63,0.57,0.46,0.81,0.54,0.65,0.4,0.77,0.48,0.4,0.71,0.8,0.47,0.74,0.65,0.63
qtwin.csv,0.94,1.0,1.0,1.0,1.0,0.97,0.92,0.69,0.09,0.84,0.78,0.92,0.86,0.63,0.73,0.83
roller.csv,0.65,0.44,0.93,0.94,0.8,0.97,0.84,0.78,0.95,0.63,0.83,0.89,0.94,0.41,0.8,1.0
xinity.csv,0.87,1.01,0.59,1.13,1.0,0.77,0.88,0.68,1.12,1.0,0.74,0.88,0.96,0.71,0.47,1.01
