,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.4,0.58,0.89,0.95,0.93,0.6,0.43,0.5,0.56,0.88,0.44,0.67,0.43,0.45,0.36,0.73
amygdala.csv,0.38,0.75,0.47,0.58,0.76,0.59,0.47,0.45,0.73,0.34,0.66,0.47,0.92,0.57,0.67,0.65
awemud.csv,0.38,0.41,0.52,0.77,0.44,0.5,0.42,0.36,0.77,0.0,0.33,0.5,0.44,0.34,0.33,0.47
bullet.csv,0.42,0.47,0.43,0.69,0.69,0.42,0.67,0.68,0.99,0.68,0.72,0.46,0.65,0.96,0.68,0.39
customwars.csv,0.36,0.38,0.41,0.61,0.4,0.38,0.43,0.39,0.46,0.0,0.5,0.47,0.41,0.4,0.29,0.4
dvd-create.csv,0.46,0.41,0.47,0.65,0.42,0.44,0.44,0.34,0.49,0.0,0.35,0.44,0.54,0.32,0.33,0.41
gbif-indexingtoolkit.csv,0.48,0.57,0.69,0.57,0.42,0.97,0.66,0.74,0.65,0.0,0.48,0.76,0.61,0.71,0.65,0.43
go.csv,0.42,0.44,0.52,0.75,0.4,0.5,0.42,0.36,0.53,0.5,0.32,0.46,0.54,0.38,0.34,0.39
gss.csv,0.33,0.37,0.39,0.5,0.33,0.32,0.41,0.33,0.44,0.0,0.32,0.36,0.4,0.33,0.29,0.4
kwave.csv,0.41,0.4,0.71,0.55,0.39,0.42,0.46,0.33,0.52,0.86,0.33,0.47,0.43,0.32,0.29,0.33
lsb.csv,0.34,0.48,0.47,0.53,0.4,0.45,0.53,0.53,0.63,0.0,0.36,0.42,0.54,0.49,0.37,0.35
mpgravity.csv,0.42,0.42,0.4,0.6,0.38,0.38,0.47,0.36,0.0,0.6,0.33,0.41,0.0,0.34,0.31,0.32
qcad2.csv,0.45,0.56,0.76,0.91,0.51,0.5,0.53,0.43,0.68,0.53,0.4,0.88,0.68,0.45,0.35,0.41
qtwin.csv,0.86,0.0,0.0,0.0,0.0,0.83,0.86,0.58,1.0,0.86,0.68,0.75,0.98,0.65,0.7,0.83
roller.csv,0.44,0.46,0.42,0.67,0.42,0.4,0.47,0.32,0.52,0.8,0.35,0.44,0.45,0.42,0.31,0.33
xinity.csv,0.8,0.43,0.96,0.64,0.41,0.75,0.74,0.52,0.63,0.38,0.37,0.74,0.46,0.53,0.39,0.35
