,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.34,0.96,0.1,0.22,0.22,0.17
jruby.csv,0.72,0.19,0.69,0.64,0.37,1.0
pdfedit.csv,0.66,0.51,0.56,0.99,0.29,0.54
rectracker.csv,0.82,0.53,0.99,0.63,0.91,0.63
wxlua.csv,0.85,0.54,0.8,0.69,1.0,0.9
x4x.csv,0.99,0.48,0.69,0.7,0.93,0.79
