,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.39,0.18,0.4,0.39,0.54,0.69
ingex.csv,0.39,0.25,0.38,0.47,0.6,0.43
jgnash.csv,0.53,0.44,0.48,0.4,0.54,0.46
mp-rechnungs-und-kundenverwaltung.csv,0.39,0.23,0.3,0.56,0.55,0.37
openefm.csv,0.62,0.28,0.41,0.28,0.43,0.52
yarp0.csv,0.43,0.09,0.63,0.47,0.52,0.37
