,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.64,0.4,0.5,0.49,0.86,0.73
ingex.csv,0.58,0.68,0.38,0.66,0.62,0.37
jgnash.csv,0.76,0.6,0.69,0.34,0.72,0.51
mp-rechnungs-und-kundenverwaltung.csv,0.36,0.28,0.19,0.68,0.55,0.27
openefm.csv,0.76,0.68,0.69,0.3,0.59,0.63
yarp0.csv,0.61,0.08,0.69,0.79,0.69,0.44
