,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.87,0.81,0.65,0.7,0.79,0.36
ingex.csv,0.81,0.72,0.68,0.62,0.46,0.67
jgnash.csv,0.59,0.44,0.59,0.68,0.62,0.67
mp-rechnungs-und-kundenverwaltung.csv,0.69,0.75,0.81,0.47,0.52,0.74
openefm.csv,0.42,0.64,0.78,0.8,0.78,0.62
yarp0.csv,0.7,0.93,0.38,0.75,0.64,0.81
