,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.0,4.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,7.0
ivef-sdk.csv,3.0,6.0,0.0,1.0,0.0,7.0,23.0,2.0,0.0,60.0,0.0
jaolt.csv,2.0,2.0,0.0,3.0,0.0,1.0,9.0,7.0,32.0,1.0,5.0
jmule.csv,1.0,3.0,0.0,5.0,0.0,9.0,0.0,5.0,18.0,3.0,0.0
jstock.csv,3.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,26.0,1.0,2.0
lphant.csv,2.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,8.0,2.0,0.0
novembre.csv,0.0,0.0,2.0,0.0,0.0,5.0,15.0,0.0,0.0,60.0,4.0
oorexx.csv,0.0,1.0,0.0,1.0,2.0,2.0,1.0,77.0,1.0,0.0,2.0
pi-qmc.csv,3.0,1.0,18.0,3.0,3.0,0.0,4.0,1.0,0.0,1.0,5.0
qedo.csv,4.0,2.0,1.0,1.0,2.0,0.0,6.0,25.0,0.0,1.0,3.0
yaprm.csv,0.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,71.0,1.0,4.0
