,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,98.5,94.5,294.5,96.5,99.0,98.5,94.5,99.0
cornerstone.csv,99.0,64.5,78.5,98.5,98.5,91.5,98.5,99.0
frogatto.csv,99.0,97.5,591.5,96.5,99.0,98.5,98.5,99.0
novembre.csv,99.0,97.5,680.0,96.5,98.5,98.5,98.5,99.0
ns-3.csv,99.0,97.5,196.0,97.5,99.0,98.5,98.5,99.0
open-beos.csv,98.5,94.5,286.5,186.0,98.5,95.5,94.5,99.0
planeshift.csv,99.0,97.5,97.5,98.5,99.0,98.5,192.0,99.0
sbml.csv,99.0,97.5,97.5,98.5,99.0,97.5,94.5,99.0
