,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,14.0,9.0,4.0,3.0,1.0,8.0,1.0,1.0,168.0,4.0,0.0
elateportal.csv,4.0,1.0,0.0,3.0,8.0,0.0,3.0,1.0,2.0,0.0,0.0
etics.csv,6.0,0.0,1.0,0.0,5.0,113.0,1.0,0.0,1.0,0.0,0.0
lockss.csv,0.0,2.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0
pcgen.csv,14.0,5.0,0.0,0.0,12.0,12.0,6.0,1.0,2.0,2.0,1.0
personalaccess.csv,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
pydev.csv,12.0,1.0,2.0,3.0,1.0,10.0,2.0,0.0,4.0,3.0,1.0
rhex.csv,1.0,0.0,54.0,13.0,3.0,6.0,2.0,3.0,0.0,1.0,4.0
stuproa-cims.csv,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
uclmda.csv,3.0,108.0,6.0,2.0,81.0,113.0,4.0,0.0,0.0,6.0,0.0
wgs-assembler.csv,10.0,1.0,2.0,0.0,7.0,4.0,2.0,0.0,1.0,1.0,49.0
