,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.55,0.05,0.25,0.46,0.42,0.17,0.4,0.58,0.72,0.5,0.31,0.28,0.57,0.35,0.59,0.55
customsagetv.csv,0.18,0.12,0.0,0.41,0.27,0.18,0.34,0.05,0.0,0.37,0.23,0.16,0.45,0.06,0.15,0.88
fluidium.csv,0.1,0.05,0.02,0.31,0.0,0.18,0.0,0.05,0.0,0.0,0.0,0.0,0.02,0.71,0.02,0.1
guineu.csv,0.75,0.36,0.0,0.16,0.42,0.37,0.49,0.17,0.5,0.42,0.64,0.0,0.39,0.0,0.54,0.83
inkscape.csv,0.54,0.63,0.0,0.0,0.37,0.18,0.76,0.47,0.47,0.63,0.18,0.0,0.42,0.0,0.24,0.45
mpqc.csv,0.3,0.19,0.02,0.0,0.26,0.62,0.3,0.4,0.36,0.37,0.58,0.42,0.32,0.45,0.33,0.83
nsis.csv,0.46,0.42,0.64,0.3,0.37,0.58,0.31,0.39,0.54,0.55,0.7,0.73,0.54,0.31,0.44,0.77
octave.csv,0.38,0.57,0.23,0.51,0.59,0.34,0.47,0.46,0.1,0.51,0.28,0.49,0.21,0.49,0.38,0.52
owfs.csv,0.46,0.37,0.0,0.58,0.7,0.36,0.57,0.42,0.6,0.54,0.48,0.68,0.63,0.49,0.52,0.45
owlib.csv,0.61,0.69,0.55,0.63,0.62,0.36,0.59,0.6,0.64,0.6,0.5,0.53,0.75,0.54,0.41,0.57
pamguard.csv,0.31,0.36,0.0,0.43,0.59,0.42,0.42,0.46,0.5,0.3,0.42,0.61,0.46,0.37,0.64,0.19
prelude.csv,0.27,0.13,0.83,0.47,0.33,0.37,0.54,0.27,0.57,0.56,0.0,0.71,0.21,0.63,0.32,0.51
robocode.csv,0.7,0.58,0.0,0.59,0.65,0.47,0.74,0.71,0.65,0.63,0.38,0.41,0.58,0.6,0.48,0.59
uwom-server.csv,0.42,0.38,0.12,0.39,0.49,0.33,0.53,0.34,0.48,0.63,0.33,0.56,0.36,0.49,0.2,0.45
zengine.csv,0.0,0.09,0.71,0.36,0.09,0.24,0.0,0.0,0.46,0.3,0.0,0.87,0.33,0.38,0.0,0.61
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.33,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.33,0.57,0.8
