,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.46,0.78,1.0,0.49,0.62
mediaportal.csv,0.41,0.23,0.48,0.93,0.28
poormans.csv,0.42,0.48,0.36,0.58,1.0
smartgwt.csv,0.56,0.96,0.61,0.59,0.66
sqlpower-library.csv,1.0,0.24,0.0,0.6,0.33
