,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.72,0.64,1.0,0.32,0.4
mediaportal.csv,0.56,0.13,0.6,0.96,0.23
poormans.csv,0.53,0.53,0.46,0.44,1.0
smartgwt.csv,0.67,0.97,0.71,0.32,0.39
sqlpower-library.csv,1.0,0.36,0.84,0.34,0.35
