,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.82,0.19,0.0,0.82,0.4
mediaportal.csv,0.76,0.64,0.61,0.0,0.23
poormans.csv,0.06,0.06,0.22,0.22,0.0
smartgwt.csv,0.59,0.0,0.44,0.62,0.54
sqlpower-library.csv,0.0,0.94,1.0,0.71,0.91
