,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.71,0.55,1.0,0.2,0.29
mediaportal.csv,0.64,0.09,0.72,1.0,0.22
poormans.csv,0.94,0.68,0.82,0.37,1.0
smartgwt.csv,0.74,1.0,0.82,0.2,0.27
sqlpower-library.csv,1.0,0.22,0.75,0.21,0.21
