,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.39,0.39,0.04,0.17,0.32
google-gears.csv,0.33,0.86,0.35,0.13,0.05
httpcontentparser.csv,0.11,0.0,0.27,0.02,0.49
qse.csv,0.45,0.55,0.1,0.0,0.22
xmemcached.csv,0.0,0.05,0.29,0.53,0.32
